CODI_PARADA;DISTANCIA_PAR_ANTERIOR;CODI_LINIA;NOM_LINIA;ID_SENTIT;GEOMETRY
845;353,64754;202;H2;1;POINT (2.152114566170389 41.4248357306721)
1407;246,52713;202;H2;1;POINT (2.1544985175843996 41.42609169101486)
1410;318,24354;202;H2;1;POINT (2.1575828000792767 41.42756642693183)
402;233,92263;202;H2;1;POINT (2.1601009266326447 41.42845392543716)
3699;167,99821;202;H2;1;POINT (2.1619456201288476 41.42898811351933)
3639;219,39631;202;H2;1;POINT (2.1639748333269755 41.428275607166235)
3634;350,62537;202;H2;1;POINT (2.167298467499351 41.430210487125464)
1624;582,71336;202;H2;1;POINT (2.1633524272830704 41.43337579150448)
1961;377,64618;202;H2;1;POINT (2.164549051645137 41.436642887797895)
806;628,49653;202;H2;1;POINT (2.1700021658127313 41.438791355409855)
807;294,57707;202;H2;1;POINT (2.1734947847393165 41.43843355569165)
1437;281,41284;202;H2;1;POINT (2.17552518286009 41.4392834376651)
440;308,56046;202;H2;1;POINT (2.1775847587397834 41.44159450766132)
1517;233,65291;202;H2;1;POINT (2.178735637688423 41.44351090180277)
1518;221,9797;202;H2;1;POINT (2.179556223445859 41.445408766990205)
471;250,16278;202;H2;1;POINT (2.1807603749707747 41.44744870922103)
753;135,69784;202;H2;1;POINT (2.1817631050431494 41.44839629710887)
1950;143,60545;202;H2;1;POINT (2.1832512594816276 41.44816170715165)
1644;192,24988;202;H2;1;POINT (2.1852628125269997 41.447866861624355)
1621;186,42091;202;H2;1;POINT (2.186128897467607 41.449414410590215)
623;263,1167;202;H2;1;POINT (2.1876071776342947 41.45149078786426)
623;0;202;H2;2;POINT (2.1876071776342947 41.45149078786426)
1622;97,72431;202;H2;2;POINT (2.187922253278301 41.45140601646217)
1168;244,91042;202;H2;2;POINT (2.187541045054818 41.449237471616755)
82;258,90503;202;H2;2;POINT (2.185429966979869 41.449496023470374)
2985;148,43706;202;H2;2;POINT (2.18405685290984 41.45011489077953)
752;212,19563;202;H2;2;POINT (2.182143268343419 41.448922778906415)
1548;219,29086;202;H2;2;POINT (2.180499623782765 41.44738270980999)
810;298,49972;202;H2;2;POINT (2.178940882721541 41.44499991322286)
808;289,97126;202;H2;2;POINT (2.177865711203276 41.44251653441927)
804;271,14955;202;H2;2;POINT (2.176252522076879 41.44042067369489)
406;344,61033;202;H2;2;POINT (2.1734793435791913 41.438630470267846)
586;316,1806;202;H2;2;POINT (2.1697281744332333 41.439011724072245)
1963;603,17027;202;H2;2;POINT (2.1644894544208886 41.43681868759903)
430;376,21597;202;H2;2;POINT (2.1631925463757944 41.433575884641144)
3632;454,33519;202;H2;2;POINT (2.1623990697344047 41.42999487268954)
475;182,94418;202;H2;2;POINT (2.1628468340877944 41.42868759202101)
2234;142,50165;202;H2;2;POINT (2.1632672079996595 41.427766075149684)
2235;284,58406;202;H2;2;POINT (2.1602964347867757 41.42651695310329)
3633;227,41181;202;H2;2;POINT (2.1580204202393913 41.42540879057222)
2348;146,52906;202;H2;2;POINT (2.1565939962996548 41.42464314521065)
2349;327,50362;202;H2;2;POINT (2.1536748513938315 41.42553608989175)
1314;149,18865;202;H2;2;POINT (2.152039087904028 41.42521777988421)
1315;321,48251;202;H2;2;POINT (2.1487920339422764 41.42398040812352)
435;314,28041;202;H2;2;POINT (2.1454770901922626 41.42275972680352)
436;222,90545;202;H2;2;POINT (2.143006034344095 41.42204803817196)
1020;243,00275;202;H2;2;POINT (2.140500771733504 41.421576117001585)
754;350,16478;202;H2;2;POINT (2.139061678320507 41.418622960158665)
73;455,34062;202;H2;2;POINT (2.135586402040773 41.41572550311381)
1539;441,44408;202;H2;2;POINT (2.131205720553284 41.41415762254448)
1540;695,71392;202;H2;2;POINT (2.125045510054008 41.410291747894775)
1541;479,47113;202;H2;2;POINT (2.1214283293452656 41.40696004452319)
3771;527,41443;202;H2;2;POINT (2.1168370720097105 41.403938102831766)
198;314,68981;202;H2;2;POINT (2.114362878824921 41.401836827411266)
1021;1410,09207;202;H2;2;POINT (2.1073319099796257 41.39061696538236)
552;363,36228;202;H2;2;POINT (2.1065756148963573 41.387881435207895)
2557;440,75883;202;H2;2;POINT (2.104893896575636 41.3854832105608)
712;0;204;H4;1;POINT (2.111179646283398 41.38567357056702)
335;180,99647;204;H4;1;POINT (2.111588511477754 41.386981508109606)
554;325,26459;204;H4;1;POINT (2.1086664426678317 41.38703485164699)
761;319,44862;204;H4;1;POINT (2.106660749823554 41.387484013832946)
762;341,69218;204;H4;1;POINT (2.1091462503894807 41.3898957794385)
763;471,25202;204;H4;1;POINT (2.112003730841243 41.39331993203382)
103;384,70454;204;H4;1;POINT (2.114508529593381 41.39605845515232)
2279;435,87759;204;H4;1;POINT (2.1185396132755936 41.398388301027516)
921;292,4672;204;H4;1;POINT (2.1213787549575125 41.399878948487874)
531;211,93108;204;H4;1;POINT (2.1234465072473703 41.40097712745686)
532;445,28737;204;H4;1;POINT (2.1277225581149275 41.403365739787205)
996;287,26989;204;H4;1;POINT (2.1304849503578214 41.4049078009883)
1360;336,51115;204;H4;1;POINT (2.1337617609902 41.4066026613333)
261;582,61683;204;H4;1;POINT (2.1376594041560275 41.410353092427066)
69;209,7194;204;H4;1;POINT (2.1381901848073546 41.41210058517856)
534;289,77668;204;H4;1;POINT (2.1382620127469254 41.41449581491972)
1003;225,37346;204;H4;1;POINT (2.13822604754505 41.416211046958324)
605;266,79955;204;H4;1;POINT (2.1394147032240336 41.418432288161505)
1372;462,02145;204;H4;1;POINT (2.141292603794951 41.422340615703625)
1252;346,57255;204;H4;1;POINT (2.1429081604393576 41.425199436126306)
48;320,18649;204;H4;1;POINT (2.1441653264898766 41.42791991234202)
704;398,27741;204;H4;1;POINT (2.1457284516205744 41.43131227844917)
614;531,6709;204;H4;1;POINT (2.1483450426991197 41.43562485256314)
1427;486,27341;204;H4;1;POINT (2.153169290700441 41.43797383990189)
1440;404,76;204;H4;1;POINT (2.1577677829148327 41.43908790639849)
1594;402,45505;204;H4;1;POINT (2.1624858369072024 41.439395006898614)
428;277,56232;204;H4;1;POINT (2.1657599110141392 41.43919750861433)
806;357,26131;204;H4;1;POINT (2.1700021658127313 41.438791355409855)
807;294,57707;204;H4;1;POINT (2.1734947847393165 41.43843355569165)
818;515,79338;204;H4;1;POINT (2.179271280790736 41.438895340315554)
154;273,35144;204;H4;1;POINT (2.1825025380125562 41.439280451817474)
1342;558,97757;204;H4;1;POINT (2.1875204324485935 41.4417261225463)
1420;375,57868;204;H4;1;POINT (2.190771170144655 41.441380224999534)
496;219,20337;204;H4;1;POINT (2.190908919163344 41.43941514667252)
1028;269,35873;204;H4;1;POINT (2.1910881122020425 41.43698206324763)
3282;402,8994;204;H4;1;POINT (2.1928536622035737 41.43423452222787)
2583;245,3909;204;H4;1;POINT (2.1946539938599576 41.43575125779615)
2590;514,9464;204;H4;1;POINT (2.1976887538572143 41.43889167075569)
603;261,18791;204;H4;1;POINT (2.2007921375871833 41.439198170770275)
589;380,43184;204;H4;1;POINT (2.2048191222772333 41.439207876410194)
1446;318,35428;204;H4;1;POINT (2.2080383915166517 41.43925505177168)
3420;417,88276;204;H4;1;POINT (2.207073139969242 41.436512414529076)
3420;0;204;H4;2;POINT (2.207073139969242 41.436512414529076)
1435;286,32345;204;H4;2;POINT (2.203699949636872 41.43612220410231)
1436;285,39209;204;H4;2;POINT (2.200978049284849 41.43646697681218)
2593;391,34593;204;H4;2;POINT (2.1993862551073216 41.43867327596784)
2594;348,73482;204;H4;2;POINT (2.1961382675005674 41.43677916671084)
127;538,43395;204;H4;2;POINT (2.192088620055871 41.43457279157864)
731;277,36664;204;H4;2;POINT (2.1912781085847604 41.43697603689052)
1158;264,09199;204;H4;2;POINT (2.1911090295331555 41.439348087136864)
1159;274,59919;204;H4;2;POINT (2.1909349190294907 41.44180904030294)
1710;450,81626;204;H4;2;POINT (2.1897905041152677 41.44513039013133)
2322;385,93995;204;H4;2;POINT (2.188216677660074 41.442239351852855)
2323;394,46745;204;H4;2;POINT (2.186419580220157 41.43970999363295)
1242;326,30574;204;H4;2;POINT (2.1826041136559997 41.439439873671205)
805;291,01977;204;H4;2;POINT (2.1791620890563026 41.43903508659569)
406;493,55813;204;H4;2;POINT (2.1734793435791913 41.438630470267846)
586;316,1806;204;H4;2;POINT (2.1697281744332333 41.439011724072245)
755;366,00595;204;H4;2;POINT (2.165384079308054 41.43943707614339)
232;402,49541;204;H4;2;POINT (2.1617206930546065 41.440677123792)
1441;313,48183;204;H4;2;POINT (2.158333263543861 41.43971896856284)
607;773,7554;204;H4;2;POINT (2.1497353893209006 41.43718984308945)
1148;329,71254;204;H4;2;POINT (2.1470396487615755 41.43503341875671)
3476;356,62416;204;H4;2;POINT (2.1454006492279314 41.43206658746147)
1147;164,51933;204;H4;2;POINT (2.144753680931759 41.43066704601196)
3221;340,41095;204;H4;2;POINT (2.143401622560594 41.42777465572817)
1019;408,21935;204;H4;2;POINT (2.1417203986553024 41.42432805509249)
1020;321,81438;204;H4;2;POINT (2.140500771733504 41.421576117001585)
754;350,16478;204;H4;2;POINT (2.139061678320507 41.418622960158665)
1776;561,55957;204;H4;2;POINT (2.1367042102739906 41.41464420488459)
1543;207,64714;204;H4;2;POINT (2.138571029043711 41.41342827872552)
2878;264,77155;204;H4;2;POINT (2.1389290436143336 41.41174745989141)
937;343,16059;204;H4;2;POINT (2.135811357183706 41.410034823768946)
936;377,76444;204;H4;2;POINT (2.133879747363016 41.40711772325529)
995;409,07083;204;H4;2;POINT (2.1301211647547245 41.40484333126395)
1531;269,57111;204;H4;2;POINT (2.127532145144624 41.40339546303959)
1532;396,79218;204;H4;2;POINT (2.1237200058875927 41.40126632185739)
1637;297,27484;204;H4;2;POINT (2.120795374477689 41.399806178342956)
2681;243,93684;204;H4;2;POINT (2.118456932029387 41.398486349157935)
764;454,30558;204;H4;2;POINT (2.1142805918578413 41.39601257433363)
549;500,50435;204;H4;2;POINT (2.1116253945001375 41.392138030433614)
550;338,1008;204;H4;2;POINT (2.109028661497173 41.38993964592103)
552;312,85481;204;H4;2;POINT (2.1065756148963573 41.387881435207895)
295;370,07108;204;H4;2;POINT (2.1088590973273735 41.385765331972756)
712;254,83487;204;H4;2;POINT (2.111179646283398 41.38567357056702)
556;0;206;H6;1;POINT (2.110913597933213 41.38459458012314)
3233;327,02343;206;H6;1;POINT (2.1139921265041735 41.38483770835059)
3222;347,76335;206;H6;1;POINT (2.117935833971292 41.38583211984118)
3234;261,1084;206;H6;1;POINT (2.1208938865502462 41.38658588817591)
