CODI_PARADA;DISTANCIA_PAR_ANTERIOR;CODI_LINIA;NOM_LINIA;ID_SENTIT;GEOMETRY
1129;436,84339;214;H14;1;POINT (2.183053903806415 41.38780425169761)
1616;344,20671;214;H14;1;POINT (2.185052559520668 41.38998242328878)
1302;481,64593;214;H14;1;POINT (2.1875455576411484 41.39358372812628)
697;387,01575;214;H14;1;POINT (2.1909147766460304 41.395974177349736)
1109;434,09326;214;H14;1;POINT (2.1946184046906225 41.398714479795345)
3563;443,95843;214;H14;1;POINT (2.1972063311445855 41.402099456853875)
3564;413,79464;214;H14;1;POINT (2.1998164351851965 41.40526636847179)
3553;377,61599;214;H14;1;POINT (2.2024326151548532 41.40799151956107)
3565;420,87937;214;H14;1;POINT (2.2040433787603884 41.41116991076628)
2904;241,87728;214;H14;1;POINT (2.2057989877535773 41.41121081686756)
3554;405,10234;214;H14;1;POINT (2.209377128881849 41.41317846876791)
3555;392,62537;214;H14;1;POINT (2.212693621169397 41.41568307941054)
3556;364,4806;214;H14;1;POINT (2.2158006073081578 41.417910932546945)
3337;304,84758;214;H14;1;POINT (2.218338331254348 41.41980943728213)
3338;438,6993;214;H14;1;POINT (2.222061532920374 41.42259308672841)
2421;521,4958;214;H14;1;POINT (2.225535171897098 41.42632901542419)
3356;660,91707;214;H14;1;POINT (2.2295463856667297 41.425465023369036)
3356;0;214;H14;2;POINT (2.2295463856667297 41.425465023369036)
2422;463,6;214;H14;2;POINT (2.225239122253136 41.42629411049476)
2420;525,31941;214;H14;2;POINT (2.2216126115308255 41.42253889806262)
2418;333,90922;214;H14;2;POINT (2.2187570724064725 41.420429707107644)
3547;382,22402;214;H14;2;POINT (2.2155596655009013 41.41799448250709)
3548;366,23912;214;H14;2;POINT (2.212452544476762 41.41566812740978)
3549;294,26224;214;H14;2;POINT (2.2099481393953124 41.41380529089494)
3641;396,18689;214;H14;2;POINT (2.20647667083943 41.41288617736253)
3562;319,31664;214;H14;2;POINT (2.2039259599623424 41.411316720654625)
3551;347,63007;214;H14;2;POINT (2.2013213373304934 41.40899955923074)
3468;323,24679;214;H14;2;POINT (2.198592707127064 41.40693581830917)
3469;488,70093;214;H14;2;POINT (2.194463884539306 41.40382034521508)
3480;379,29852;214;H14;2;POINT (2.1912429454752993 41.40141379813877)
3552;447,77786;214;H14;2;POINT (2.1874279878872493 41.39858289188691)
3397;516,69849;214;H14;2;POINT (2.186762153460693 41.39413743735434)
1226;457,82202;214;H14;2;POINT (2.1853651556096287 41.390461126407864)
1163;509,47232;214;H14;2;POINT (2.183522840776038 41.38713319665197)
3396;526,01139;214;H14;2;POINT (2.1838161919708767 41.38347211996592)
255;394,06039;214;H14;2;POINT (2.1814749994933686 41.380453541797095)
256;177,09655;214;H14;2;POINT (2.180378609374653 41.379097937082996)
257;311,26138;214;H14;2;POINT (2.1784422836455692 41.37669963692269)
2617;272,32722;214;H14;2;POINT (2.176747377645749 41.374786419386936)
1326;204,6178;214;H14;2;POINT (2.1746403052954535 41.37478837449894)
1004;337,22842;214;H14;2;POINT (2.170618930914126 41.37503140676714)
3417;316,34941;214;H14;2;POINT (2.1672126448125124 41.37569002848572)
1011;0;216;H16;1;POINT (2.1411387222492437 41.35325043705117)
1323;331,20355;216;H16;1;POINT (2.1431686678789537 41.35476754164137)
44;270,607;216;H16;1;POINT (2.1415389465293435 41.35686272891957)
450;340,97238;216;H16;1;POINT (2.1396215998341988 41.359572785034324)
867;345,55219;216;H16;1;POINT (2.137640325009272 41.36230315707798)
1173;465,95576;216;H16;1;POINT (2.137155271369642 41.365783703005995)
868;262,59872;216;H16;1;POINT (2.1392984121365934 41.36750691599295)
941;313,76142;216;H16;1;POINT (2.141953271863197 41.369504027643934)
1310;345,89144;216;H16;1;POINT (2.1448802264793954 41.37170525644771)
389;423,07591;216;H16;1;POINT (2.1485752998966596 41.37429099828108)
3247;199,79181;216;H16;1;POINT (2.1501872583993817 41.375495153567975)
204;695,28894;216;H16;1;POINT (2.1560563570690774 41.37657697252634)
137;249,40908;216;H16;1;POINT (2.158158403744033 41.378171055929236)
1545;389,19207;216;H16;1;POINT (2.1614547399054937 41.380647042925844)
703;340,24302;216;H16;1;POINT (2.1637752622734223 41.38304363381482)
1076;304,19541;216;H16;1;POINT (2.16449256095366 41.38562891981612)
1103;586,98133;216;H16;1;POINT (2.1708450202707956 41.38643464506193)
1040;336,84195;216;H16;1;POINT (2.1733223521558496 41.38878269265671)
780;348,92807;216;H16;1;POINT (2.1770013195767977 41.389715218921836)
1127;327,16114;216;H16;1;POINT (2.180251573388125 41.39068991206427)
1128;290,12654;216;H16;1;POINT (2.1826969542343617 41.38883814269877)
1616;263,7777;216;H16;1;POINT (2.185052559520668 41.38998242328878)
2293;412,20256;216;H16;1;POINT (2.1885363169482592 41.39181315144958)
2294;260,03319;216;H16;1;POINT (2.1907418134306917 41.39016148614872)
2295;366,07583;216;H16;1;POINT (2.193924927498019 41.38842895743235)
698;298,04818;216;H16;1;POINT (2.19631110202709 41.39042341607893)
34;382,9689;216;H16;1;POINT (2.1993183139738863 41.39302513799257)
3605;415,5348;216;H16;1;POINT (2.2027720817693925 41.394353549367196)
700;470,63632;216;H16;1;POINT (2.2065192457703917 41.39744707243207)
3317;466,48117;216;H16;1;POINT (2.2075988301288643 41.400625891213615)
3318;377,02466;216;H16;1;POINT (2.2107844534221384 41.40302990557769)
2151;276,38707;216;H16;1;POINT (2.213121093161512 41.404790805803145)
2266;315,99269;216;H16;1;POINT (2.2154807250968123 41.40698677070827)
3477;370,42938;216;H16;1;POINT (2.218056066231182 41.40969986666313)
3594;532,10102;216;H16;1;POINT (2.221760998931131 41.41320438680671)
3479;543,03272;216;H16;1;POINT (2.2202048759099675 41.41244949518035)
3479;0;216;H16;2;POINT (2.2202048759099675 41.41244949518035)
2689;316,97866;216;H16;2;POINT (2.2183089298739276 41.41028316250791)
2265;438,92644;216;H16;2;POINT (2.2153274791662176 41.40702942431829)
2264;343,10808;216;H16;2;POINT (2.212377035711608 41.40493817111913)
2907;349,7957;216;H16;2;POINT (2.2095375920610882 41.40262432094245)
3320;442,91002;216;H16;2;POINT (2.2087043983734187 41.39969853516878)
1022;379,18369;216;H16;2;POINT (2.2059161871732185 41.39701161738178)
342;437,04729;216;H16;2;POINT (2.2023881169071475 41.39427505931349)
2;409,41699;216;H16;2;POINT (2.1989850510752147 41.39310425052752)
1764;408,79948;216;H16;2;POINT (2.1957731789287216 41.3903282106984)
1278;437,10745;216;H16;2;POINT (2.1921811039897454 41.390943915570865)
3509;277,20354;216;H16;2;POINT (2.189837268119159 41.392709982778406)
3397;457,44683;216;H16;2;POINT (2.186762153460693 41.39413743735434)
1226;457,82202;216;H16;2;POINT (2.1853651556096287 41.390461126407864)
130;219,16541;216;H16;2;POINT (2.1835283350133055 41.389501481336666)
3141;264,54669;216;H16;2;POINT (2.181294611542364 41.39118888092784)
123;238,93148;216;H16;2;POINT (2.178718374798961 41.39127422464899)
148;257,0437;216;H16;2;POINT (2.175962376494219 41.390248726563414)
1069;299,02004;216;H16;2;POINT (2.172785700915153 41.389020284625204)
1210;322,704;216;H16;2;POINT (2.169316231437628 41.38775693199625)
1124;377,4247;216;H16;2;POINT (2.165264171775743 41.38626198809141)
3378;404,77654;216;H16;2;POINT (2.1626835961327306 41.383412017637156)
1366;285,03353;216;H16;2;POINT (2.161561295152805 41.381507174652164)
1636;243,37007;216;H16;2;POINT (2.162654315962558 41.3799687176988)
3589;359,27035;216;H16;2;POINT (2.161663131311948 41.377554183034995)
3438;283,90067;216;H16;2;POINT (2.1592647635137086 41.375744177010375)
3390;404,4778;216;H16;2;POINT (2.154935965230564 41.375120280866916)
1185;192,91604;216;H16;2;POINT (2.152629119321041 41.37512773809813)
108;471,44627;216;H16;2;POINT (2.1479758438602965 41.374394548946846)
421;367,74606;216;H16;2;POINT (2.1449504113704903 41.37199313391623)
907;276,29868;216;H16;2;POINT (2.1426170831367672 41.37023193516887)
895;305,78132;216;H16;2;POINT (2.1400169835830045 41.368295655555336)
183;399,99304;216;H16;2;POINT (2.1365596202150825 41.365825981577444)
449;580,69454;216;H16;2;POINT (2.137449741774181 41.36206988023228)
43;283,87771;216;H16;2;POINT (2.139079492271442 41.35982611940885)
2336;394,07813;216;H16;2;POINT (2.141339534847065 41.35671386531426)
199;292,25323;216;H16;2;POINT (2.142976231673067 41.35439569172771)
1011;248,54121;216;H16;2;POINT (2.1411387222492437 41.35325043705117)
3710;0;201;V1;1;POINT (2.122132589347098 41.34608061061286)
3711;268,84596;201;V1;1;POINT (2.123296534050394 41.34766770689578)
2185;310,56624;201;V1;1;POINT (2.1263079735981445 41.349306595516424)
3720;523,56526;201;V1;1;POINT (2.129859109382336 41.35201381569075)
3712;535,70263;201;V1;1;POINT (2.1261363974905936 41.3556388284178)
3713;353,85987;201;V1;1;POINT (2.1248185266172395 41.357873197843645)
3714;492,80164;201;V1;1;POINT (2.122465931922088 41.36185031288731)
3715;460,27444;201;V1;1;POINT (2.1224142011109532 41.36500028754613)
3716;342,69784;201;V1;1;POINT (2.12626962531156 41.364564179741485)
3717;338,21189;201;V1;1;POINT (2.1302432810768583 41.36488621711765)
3718;530,06381;201;V1;1;POINT (2.1316983999889456 41.3679111640638)
3652;156,43237;201;V1;1;POINT (2.1309125607635755 41.36919308102604)
3653;320,69114;201;V1;1;POINT (2.12822735182125 41.371196412182954)
3654;242,0886;201;V1;1;POINT (2.1260166400966116 41.372580591741496)
3661;569,29357;201;V1;1;POINT (2.1218072107365553 41.37621790519755)
3662;245,7807;201;V1;1;POINT (2.1212430205581785 41.378351894724766)
296;822,25729;201;V1;1;POINT (2.113965286176475 41.382055319706915)
9805;242,58894;201;V1;1;POINT (2.1124893261897744 41.383865079810676)
3746;589,44793;201;V1;1;POINT (2.1078485628982384 41.38639438721729)
3358;213,9692;201;V1;1;POINT (2.1057709232708124 41.38696902265971)
3646;391,83167;201;V1;1;POINT (2.1053764369510732 41.3860270820803)
3646;0;201;V1;2;POINT (2.1053764369510732 41.3860270820803)
295;400,02993;201;V1;2;POINT (2.1088590973273735 41.385765331972756)
3174;334,9455;201;V1;2;POINT (2.1117072186656904 41.38407959598292)
1650;396,49467;201;V1;2;POINT (2.114350392203133 41.381438997633346)
2550;304,80515;201;V1;2;POINT (2.1178227128447644 41.380693150280656)
2399;502,43042;201;V1;2;POINT (2.12141772242706 41.37748758208265)
3647;325,71251;201;V1;2;POINT (2.122800830521776 41.37499779811625)
3648;428,44086;201;V1;2;POINT (2.126256026567145 41.37226207387666)
3650;261,02274;201;V1;2;POINT (2.1287827047176067 41.370905833538096)
3651;259,85522;201;V1;2;POINT (2.1307939020644344 41.369159142765895)
3700;172,55934;201;V1;2;POINT (2.1316426985475263 41.367751639101954)
3701;274,67199;201;V1;2;POINT (2.13102070039148 41.36548453596014)
3702;382,84482;201;V1;2;POINT (2.127757965492209 41.36320906304455)
3703;365,87463;201;V1;2;POINT (2.124120497980925 41.361441556966874)
3704;202,4385;201;V1;2;POINT (2.12301574892396 41.3604942335992)
3705;280,21298;201;V1;2;POINT (2.1243493494744823 41.35823567330314)
3706;402,17048;201;V1;2;POINT (2.1258408529939343 41.35570594361116)
3707;300,05992;201;V1;2;POINT (2.127558688377215 41.353596259520145)
3708;260,45711;201;V1;2;POINT (2.1296607782983763 41.35186575975651)
2709;437,48545;201;V1;2;POINT (2.131052455289823 41.34906624934229)
3709;610,02707;201;V1;2;POINT (2.1247227090113516 41.34635185428716)
3710;280,84305;201;V1;2;POINT (2.122132589347098 41.34608061061286)
3322;0;203;V3;1;POINT (2.142764406493476 41.34549365456033)
1670;222,24966;203;V3;1;POINT (2.1422801277764516 41.34673609238604)
200;1104,03845;203;V3;1;POINT (2.1453392573161976 41.35169467065605)
1323;386,11529;203;V3;1;POINT (2.1431686678789537 41.35476754164137)
44;270,607;203;V3;1;POINT (2.1415389465293435 41.35686272891957)
450;340,97238;203;V3;1;POINT (2.1396215998341988 41.359572785034324)
867;345,55219;203;V3;1;POINT (2.137640325009272 41.36230315707798)
3323;349,28391;203;V3;1;POINT (2.1357395028293817 41.36507756244806)
760;197,02534;203;V3;1;POINT (2.1346078256449807 41.36661667878248)
1769;334,23527;203;V3;1;POINT (2.133046652481599 41.36937629585991)
2532;1470,97323;203;V3;1;POINT (2.1284661060171763 41.382146294584054)
291;352,76154;203;V3;1;POINT (2.1275194022250865 41.38524018408026)
491;346,93345;203;V3;1;POINT (2.1281215594042298 41.38802586866684)
481;153,93342;203;V3;1;POINT (2.1280282062262184 41.38932613722201)
516;282,32708;203;V3;1;POINT (2.129243763554364 41.39168606620779)
239;337,73198;203;V3;1;POINT (2.128122829147893 41.39212705866383)
699;321,70708;203;V3;1;POINT (2.1262403689870064 41.393853383169024)
2362;298,68889;203;V3;1;POINT (2.1240732289539253 41.394193716439794)
2384;215,02699;203;V3;1;POINT (2.1219750591941082 41.39307473610748)
2385;395,6557;203;V3;1;POINT (2.120107654074046 41.395579959592396)
2387;317,58797;203;V3;1;POINT (2.1192194532395385 41.39809813036317)
2388;272,2181;203;V3;1;POINT (2.1167068568517267 41.39958600565031)
2383;310,81501;203;V3;1;POINT (2.114209758214324 41.40146067701983)
2856;262,43858;203;V3;1;POINT (2.1121789046852233 41.400857527235544)
195;224,13433;203;V3;1;POINT (2.111630496891969 41.40196948613026)
195;0;203;V3;2;POINT (2.111630496891969 41.40196948613026)
3325;239,24795;203;V3;2;POINT (2.1140038848374756 41.40091160608939)
2389;356,28053;203;V3;2;POINT (2.1173879284677533 41.3990659274221)
2390;188,9853;203;V3;2;POINT (2.119088578107164 41.39802496999477)
1570;315,95101;203;V3;2;POINT (2.1199557699023495 41.39554423846015)
1571;267,91829;203;V3;2;POINT (2.1210854572973545 41.39333567843637)
1882;374,99212;203;V3;2;POINT (2.123587976010114 41.390655937149916)
3232;401,85514;203;V3;2;POINT (2.1266149205025395 41.38896299130704)
1376;176,98731;203;V3;2;POINT (2.126944847339405 41.38743614301709)
1378;358,94044;203;V3;2;POINT (2.1272331168007224 41.38421432942716)
412;272,13108;203;V3;2;POINT (2.1280081714287316 41.38183291201365)
858;235,27375;203;V3;2;POINT (2.1287294997531423 41.37978779612371)
1194;1449,47852;203;V3;2;POINT (2.132775585593586 41.368596597992116)
1976;252,48668;203;V3;2;POINT (2.134108401439075 41.36654384591055)
3023;367,93802;203;V3;2;POINT (2.133837487585607 41.36380946831462)
2363;118,36276;203;V3;2;POINT (2.1344402265541818 41.363662045112825)
449;425,34831;203;V3;2;POINT (2.137449741774181 41.36206988023228)
43;283,87771;203;V3;2;POINT (2.139079492271442 41.35982611940885)
2336;394,07813;203;V3;2;POINT (2.141339534847065 41.35671386531426)
199;292,25323;203;V3;2;POINT (2.142976231673067 41.35439569172771)
1045;371,39412;203;V3;2;POINT (2.145138956711464 41.35147627190702)
3322;1084,75493;203;V3;2;POINT (2.142764406493476 41.34549365456033)
3546;0;205;V5;1;POINT (2.1427724298672852 41.355301767138826)
1914;425,19064;205;V5;1;POINT (2.144037322900213 41.358417415560346)
1917;479,42845;205;V5;1;POINT (2.1413431419340854 41.36131098653629)
3518;345,73227;205;V5;1;POINT (2.1394472086741163 41.36405467269719)
3519;285,48136;205;V5;1;POINT (2.1398767526600615 41.36636052066537)
2837;222,40689;205;V5;1;POINT (2.139160047038216 41.368052531669974)
1849;318,47378;205;V5;1;POINT (2.137710402946259 41.37035672642032)
1850;183,76715;205;V5;1;POINT (2.1370487174098622 41.371936896280246)
1851;262,11212;205;V5;1;POINT (2.136370964393359 41.37422798771219)
3520;165,50059;205;V5;1;POINT (2.1361524439563047 41.37570853051493)
3166;421,89997;205;V5;1;POINT (2.1389716596899087 41.378403889836065)
3342;263,09994;205;V5;1;POINT (2.1374264096993407 41.38044908279461)
3521;232,39896;205;V5;1;POINT (2.136170205689929 41.38231596253807)
3522;323,46215;205;V5;1;POINT (2.134155870428625 41.384596312321676)
485;456,39128;205;V5;1;POINT (2.129908012070754 41.383691463761195)
291;465,30681;205;V5;1;POINT (2.1275194022250865 41.38524018408026)
237;465,40017;205;V5;1;POINT (2.127385634211721 41.3884442961452)
765;532,47759;205;V5;1;POINT (2.1216176370069384 41.388116353271904)
1413;304,24414;205;V5;1;POINT (2.1190786309167366 41.39007922982782)
172;460,09698;205;V5;1;POINT (2.115241014620418 41.393053746962806)
3544;354,51013;205;V5;1;POINT (2.111971210720393 41.394059575623665)
3545;145,76675;205;V5;1;POINT (2.110351630442278 41.39377287467689)
3545;0;205;V5;2;POINT (2.110351630442278 41.39377287467689)
763;401,36378;205;V5;2;POINT (2.112003730841243 41.39331993203382)
711;413,98633;205;V5;2;POINT (2.115192720419895 41.39290269359492)
297;449,0578;205;V5;2;POINT (2.118936206892937 41.3900023814718)
492;534,37199;205;V5;2;POINT (2.1229849851483484 41.38693206051302)
1376;415,49862;205;V5;2;POINT (2.126944847339405 41.38743614301709)
1378;358,94044;205;V5;2;POINT (2.1272331168007224 41.38421432942716)
709;310,23232;205;V5;2;POINT (2.128835686566618 41.38273224016145)
3524;271,4598;205;V5;2;POINT (2.1310243981452155 41.383664501715394)
3525;394,46965;205;V5;2;POINT (2.132536943874188 41.38029911845859)
3526;356,46396;205;V5;2;POINT (2.133880757014211 41.37725585369171)
584;376,28157;205;V5;2;POINT (2.136810032896689 41.37531214887064)
179;238,63208;205;V5;2;POINT (2.139662114552808 41.375256936771905)
1842;344,63046;205;V5;2;POINT (2.1424721817946524 41.374265920817216)
2835;334,5051;205;V5;2;POINT (2.1423473895304816 41.3712541173787)
895;411,35233;205;V5;2;POINT (2.1400169835830045 41.368295655555336)
3527;390,66491;205;V5;2;POINT (2.1383002364339094 41.36577864089586)
2503;218,58262;205;V5;2;POINT (2.1391951824784616 41.364003333417735)
1912;399,17294;205;V5;2;POINT (2.1403301272818567 41.36059430548415)
3528;363,40449;205;V5;2;POINT (2.1433374426320637 41.35830565309754)
3517;497,88406;205;V5;2;POINT (2.145385257296571 41.35493122140217)
3546;298,16462;205;V5;2;POINT (2.1427724298672852 41.355301767138826)
3764;0;207;V7;1;POINT (2.1485694557844277 41.376571884799084)
3125;389,96126;207;V7;1;POINT (2.145255012847276 41.37846722065939)
777;340,34902;207;V7;1;POINT (2.1436143326882826 41.38047215602627)
110;387,52923;207;V7;1;POINT (2.141836480030419 41.38290253133384)
1377;504,33197;207;V7;1;POINT (2.1377751355810592 41.3862527691469)
3267;423,36903;207;V7;1;POINT (2.134842710217235 41.3892830235359)
3268;295,42389;207;V7;1;POINT (2.1327463621401885 41.391425915592635)
3269;220,7098;207;V7;1;POINT (2.130705164694418 41.39252356111658)
3293;358,6078;207;V7;1;POINT (2.1275025957640623 41.39452421013028)
3264;303,1723;207;V7;1;POINT (2.126289774320961 41.39648283781403)
133;358,96799;207;V7;1;POINT (2.1259335170955915 41.398431345892206)
134;231,24935;207;V7;1;POINT (2.124037680841094 41.39994326730356)
1587;307,60583;207;V7;1;POINT (2.121474876416544 41.40191644524771)
3771;617,49739;207;V7;1;POINT (2.1168370720097105 41.403938102831766)
3263;205,75219;207;V7;1;POINT (2.114581973090758 41.40392157761911)
3263;0;207;V7;2;POINT (2.114581973090758 41.40392157761911)
1538;303,5672;207;V7;2;POINT (2.117183466082915 41.40395846532665)
1745;416,41287;207;V7;2;POINT (2.1204401783307647 41.402008150601034)
622;334,7512;207;V7;2;POINT (2.1233446940226632 41.39996853068907)
1573;279,69922;207;V7;2;POINT (2.1257527514599555 41.39825711077937)
701;264,45886;207;V7;2;POINT (2.1270028179742924 41.39707567505756)
3265;340,48303;207;V7;2;POINT (2.1268885982133443 41.394833742601286)
3266;296,85613;207;V7;2;POINT (2.129375617172868 41.392925591575704)
1380;532,93563;207;V7;2;POINT (2.132858735202598 41.389152680954986)
990;418,73049;207;V7;2;POINT (2.1358693265737845 41.38613826944624)
629;479,68878;207;V7;2;POINT (2.139451383449989 41.38275891970064)
2270;233,46958;207;V7;2;POINT (2.1413434217861638 41.38121193159132)
3762;464,85578;207;V7;2;POINT (2.145558896366476 41.37925207434066)
3764;795,88166;207;V7;2;POINT (2.1485694557844277 41.376571884799084)
3574;0;209;V9;1;POINT (2.16275217457585 41.37549134631657)
377;380,05988;209;V9;1;POINT (2.159399896545658 41.375107903427676)
3575;483,50497;209;V9;1;POINT (2.154610340565021 41.376666590999285)
319;267,85018;209;V9;1;POINT (2.1523504362142756 41.37837449865167)
59;267,68874;209;V9;1;POINT (2.150088317149935 41.38008334392784)
3576;275,09904;209;V9;1;POINT (2.1477685110678304 41.38183859285061)
3577;379,79489;209;V9;1;POINT (2.1445586101131835 41.38425881537719)
3578;296,2099;209;V9;1;POINT (2.142084191015551 41.386161725866444)
1381;342,80227;209;V9;1;POINT (2.1394631426910973 41.38853286247887)
3579;245,15845;209;V9;1;POINT (2.1377575023690194 41.3903263342929)
3580;510,76018;209;V9;1;POINT (2.1350041874829637 41.39434263920119)
2288;650,46747;209;V9;1;POINT (2.133598640456602 41.39784904377412)
3581;370,77507;209;V9;1;POINT (2.13029336896236 41.399538550289606)
3582;506,95588;209;V9;1;POINT (2.12668660166634 41.40320938038702)
2435;296,09538;209;V9;1;POINT (2.124587017616245 41.40536032223396)
3719;240,12498;209;V9;1;POINT (2.1228884676332838 41.407100920699804)
1541;171,27244;209;V9;1;POINT (2.1214283293452656 41.40696004452319)
3583;236,36675;209;V9;1;POINT (2.120661205356876 41.40545124383523)
3583;0;209;V9;2;POINT (2.120661205356876 41.40545124383523)
3584;284,15527;209;V9;2;POINT (2.1226786978242176 41.403391576023324)
3585;283,51545;209;V9;2;POINT (2.124694416512241 41.401337675463715)
3586;443,58776;209;V9;2;POINT (2.1278419640418855 41.398121196164404)
523;374,05384;209;V9;2;POINT (2.1320766831625053 41.397694727105254)
3587;431,94863;209;V9;2;POINT (2.134602785650491 41.39479961435146)
3588;353,04642;209;V9;2;POINT (2.1360522675706224 41.3918174781721)
822;427,79624;209;V9;2;POINT (2.1403095934047873 41.3913324034722)
2653;496,25223;209;V9;2;POINT (2.1456338486886155 41.391780451016196)
1555;305,36022;209;V9;2;POINT (2.1458125797135437 41.389811809238296)
3590;429,03251;209;V9;2;POINT (2.1475306858364878 41.386972256472525)
3426;398,86177;209;V9;2;POINT (2.1509056041954175 41.38443377787368)
3591;269,6526;209;V9;2;POINT (2.1531899678452118 41.38271991628682)
3592;322,77251;209;V9;2;POINT (2.155911342457195 41.380657388750436)
3568;251,0191;209;V9;2;POINT (2.158033043269973 41.37905901768744)
1058;403,79891;209;V9;2;POINT (2.161440230222436 41.37648061080463)
3574;155,31436;209;V9;2;POINT (2.16275217457585 41.37549134631657)
2243;0;211;V11;1;POINT (2.1797636402949028 41.37242238689438)
1326;649,7467;211;V11;1;POINT (2.1746403052954535 41.37478837449894)
1004;337,22842;211;V11;1;POINT (2.170618930914126 41.37503140676714)
1005;389,05798;211;V11;1;POINT (2.166602053825943 41.376156281812854)
1006;358,52309;211;V11;1;POINT (2.163580695490226 41.3784470251624)
442;381,64587;211;V11;1;POINT (2.160362893174682 41.38088554351013)
312;279,83241;211;V11;1;POINT (2.157997621461306 41.38266808324354)
54;299,05587;211;V11;1;POINT (2.1554670442815 41.38457422747997)
3449;258,7749;211;V11;1;POINT (2.1532858467185325 41.38622523097531)
3450;409,01214;211;V11;1;POINT (2.1498275347148956 41.388828139301125)
282;668,08439;211;V11;1;POINT (2.148577460193159 41.393181326959564)
988;248,06148;211;V11;1;POINT (2.146914203162608 41.394837567618126)
989;324,23552;211;V11;1;POINT (2.144227485803869 41.396941173438805)
1527;365,50709;211;V11;1;POINT (2.1407658565447325 41.39805977438237)
525;344,57475;211;V11;1;POINT (2.1366747836691613 41.397855053923315)
526;408,95575;211;V11;1;POINT (2.1335741957080807 41.40018614933199)
527;381,2928;211;V11;1;POINT (2.1312771258225487 41.40315309506873)
996;241,09115;211;V11;1;POINT (2.1304849503578214 41.4049078009883)
997;267,12266;211;V11;1;POINT (2.1326824427752182 41.40419314537431)
997;0;211;V11;2;POINT (2.1326824427752182 41.40419314537431)
993;176,06476;211;V11;2;POINT (2.134025340614617 41.402968405188346)
3834;339,50011;211;V11;2;POINT (2.1360072072248966 41.40041912689385)
3835;314,90006;211;V11;2;POINT (2.138364718642101 41.39923885384091)
202;218,09946;211;V11;2;POINT (2.1390946399139517 41.39772022036104)
1426;321,91091;211;V11;2;POINT (2.1418274984459873 41.39601137841164)
287;387,25242;211;V11;2;POINT (2.14498346458106 41.393459611112604)
814;288,29373;211;V11;2;POINT (2.1475974799467834 41.392052858771315)
1264;418,50009;211;V11;2;POINT (2.1511342522268415 41.38938229832065)
1488;405,12485;211;V11;2;POINT (2.1545540180552223 41.386799032992045)
173;236,52367;211;V11;2;POINT (2.1565514911672334 41.385291472817606)
560;313,7107;211;V11;2;POINT (2.159201020359802 41.38329051494962)
1366;279,51025;211;V11;2;POINT (2.161561295152805 41.381507174652164)
1636;243,37007;211;V11;2;POINT (2.162654315962558 41.3799687176988)
1058;509,08639;211;V11;2;POINT (2.161440230222436 41.37648061080463)
770;341,76992;211;V11;2;POINT (2.164506492637661 41.37486616097471)
1061;211,94796;211;V11;2;POINT (2.1670408277530555 41.37486065687178)
722;300,8735;211;V11;2;POINT (2.170634729830233 41.37479406571474)
723;350,31904;211;V11;2;POINT (2.174798861891265 41.37451307464027)
2243;583,48563;211;V11;2;POINT (2.1797636402949028 41.37242238689438)
3470;0;213;V13;1;POINT (2.1846583105712294 41.38182616022211)
1164;287,75862;213;V13;1;POINT (2.1850045973391805 41.38255034318391)
255;471,92905;213;V13;1;POINT (2.1814749994933686 41.380453541797095)
256;177,09655;213;V13;1;POINT (2.180378609374653 41.379097937082996)
257;311,26138;213;V13;1;POINT (2.1784422836455692 41.37669963692269)
1289;420,84793;213;V13;1;POINT (2.1756187928550696 41.37872655822458)
1290;384,55643;213;V13;1;POINT (2.1730782662774115 41.381611517727876)
1258;473,59157;213;V13;1;POINT (2.170424874923351 41.385362100717515)
1124;591,17626;213;V13;1;POINT (2.165264171775743 41.38626198809141)
316;306,93366;213;V13;1;POINT (2.1625333895593064 41.38604187818845)
58;290,76569;213;V13;1;POINT (2.1600794243256995 41.38789868801672)
842;280,50194;213;V13;1;POINT (2.1577096631610084 41.38968671052158)
222;401,67398;213;V13;1;POINT (2.1543190714919183 41.39224908602644)
1386;464,35608;213;V13;1;POINT (2.15039493233778 41.3952084501613)
1036;396,61549;213;V13;1;POINT (2.147322891806602 41.39792631256793)
931;437,96263;213;V13;1;POINT (2.1435390684030606 41.399182700180326)
610;328,22116;213;V13;1;POINT (2.140716602603972 41.3997914852557)
611;182,11147;213;V13;1;POINT (2.1392402850786576 41.4009953534139)
3425;343,10806;213;V13;1;POINT (2.135550608475739 41.40178331754971)
2342;318,14369;213;V13;1;POINT (2.1331233666093956 41.40398993665623)
8727;270,47575;213;V13;1;POINT (2.1320171664583634 41.40576378658589)
1360;177,03024;213;V13;1;POINT (2.1337617609902 41.4066026613333)
2584;525,78557;213;V13;1;POINT (2.137032269796938 41.410114388584375)
3674;255,36253;213;V13;1;POINT (2.135741282387776 41.4121144429259)
1775;275,94833;213;V13;1;POINT (2.134143988633339 41.41428929249944)
3189;462,01135;213;V13;1;POINT (2.133410735783653 41.41436629507455)
3675;127,55131;213;V13;1;POINT (2.1343559712979 41.41371559034889)
3675;0;213;V13;2;POINT (2.1343559712979 41.41371559034889)
3474;375,1822;213;V13;2;POINT (2.136529033600698 41.410758877792695)
937;203,51795;213;V13;2;POINT (2.135811357183706 41.410034823768946)
936;377,76444;213;V13;2;POINT (2.133879747363016 41.40711772325529)
612;193,88325;213;V13;2;POINT (2.1341703989479153 41.405791768817515)
