Parada origen;Parada destino;Total (min);En autobús (min);A pie (min);Esperas (min);Veh. usados;Uso de línea ortogonal?;Uso de V+H?;Espera por vehículo;Lineas
2422;1088;57,77235867472824;42,69740132951111;11,309618319990008;3,7653390252271266;2;1;0;1,8826695126135633;['H14', 'X1']
923;3537;26,379425478533925;14,19047982017778;8,16888072001483;4,020064938341316;2;0;0;2,010032469170658;['70', '63']
2856;1384;82,27503368506487;68,36155789804444;3,078515440007935;10,834960347012494;2;1;0;5,417480173506247;['V3', '65']
3433;3838;109,03625646651598;82,5758492703111;19,437017600006282;7,023389596198594;2;1;0;3,511694798099297;['63', 'V15']
3489;1530;71,12118155717926;48,48987647857777;11,645914279998209;10,985390798603271;3;1;1;3,661796932867757;['165', 'H12', 'V13']
16;659;91,27450413285766;70,60896550346668;1,290369080000756;19,375169549390222;3;1;0;6,458389849796741;['27', 'H2', '68']
3520;963;52,815550925003876;39,863053178044446;6,922956040007788;6,029541706951637;2;1;0;3,0147708534758184;['D20', 'H12']
1092;92;65,04289787316849;50,584666681155554;8,429621200000616;6,028609992012316;1;1;0;6,028609992012316;['H12']
1448;1624;25,6911931846565;8,466622841244444;14,348133800002875;2,876436543409179;1;1;0;2,876436543409179;['H2']
1213;1707;38,04235246984597;19,231611353244446;9,499249760002755;9,311491356598772;1;0;0;9,311491356598772;['96']
915;559;43,771002977978334;21,100206982844444;16,592575999993567;6,078219995140324;1;1;0;6,078219995140324;['V15']
3109;1531;57,299422278421176;37,39324864995555;10,561470919999913;9,344702708465707;2;1;0;4,672351354232854;['27', 'H4']
1226;133;49,06537746560702;33,30312537146667;8,453324879998007;7,308927214142347;3;1;0;2,4363090713807822;['V15', '7', 'V7']
3805;989;25,881774125941824;13,077508272177777;10,234063840004149;2,570202013759899;2;1;0;1,2851010068799495;['55', 'V13']
3344;3454;41,42861712108686;19,02705831973333;16,130354240001985;6,271204561351542;2;1;0;3,135602280675771;['62', 'V27']
2582;527;39,72122388522433;26,773494124711117;10,183693520006317;2,7640362405069006;1;1;0;2,7640362405069006;['H4']
1033;1781;86,73692672631083;53,07673464871111;24,893308440009065;8,766883637590656;2;1;1;4,383441818795328;['H12', 'V5']
504;852;27,16784554607157;19,490356703733333;5,3066613599983175;2,3708274823399216;2;0;0;1,1854137411699608;['33', '22']
280;988;33,61135812724336;11,115723000711109;13,965911960011951;8,529723166520302;2;1;0;4,264861583260151;['91', 'V11']
650;818;27,833554571116288;8,918904433066665;14,530355840010582;4,38429429803904;2;1;0;2,19214714901952;['182', 'H4']
2331;171;72,3416184640159;60,96222086373333;7,4281407199987965;3,9512568802837738;2;1;0;1,9756284401418869;['D50', '34']
94;1497;8,09965121989384;4,399076655111113;2,022220199995813;1,6783543647869141;1;0;0;1,6783543647869141;['24']
2723;317;17,260061051969224;13,032953487733332;2,114071960000757;2,113035604235135;1;0;0;2,113035604235135;['6']
511;556;53,43358570580802;42,46782300862222;5,18517999999581;5,7805826971899945;3;1;0;1,9268608990633316;['H8', '67', 'H6']
2835;334;29,14747250460264;17,98424975884444;4,768884120006701;6,394338625751493;1;0;0;6,394338625751493;['65']
466;2239;43,075508533276434;24,709687522577777;15,337762440002383;3,028058570696275;2;1;1;1,5140292853481374;['H12', 'V27']
3526;1781;39,17626848364928;18,601840494933334;16,75553880000845;3,818889188707498;1;1;0;3,818889188707498;['V5']
954;3396;7,689460641317077;3,4889216095999998;3,122959840000985;1,0775791917160924;1;1;0;1,0775791917160924;['V15']
231;9800;43,13313101744026;22,761341042399998;14,268133879996295;6,10365609504397;2;1;0;3,051828047521985;['H4', 'D40']
20;3182;68,62827144895165;42,710915002222215;10,462211760005774;15,455144686723658;2;0;0;7,727572343361829;['60', '96']
889;18;41,81027027486573;26,88186749413334;9,644434800008575;5,283967980723817;1;1;0;5,283967980723817;['V29']
934;3406;77,43188245743976;56,32391103697776;11,075544479992821;10,032426940469161;4;1;1;2,5081067351172903;['H6', 'D50', '60', 'V33']
360;1098;54,706238852645434;45,104482582488885;1,954072119998788;7,647684150157762;1;1;0;7,647684150157762;['H8']
1441;1195;26,32981381063976;18,984842846844444;2,5066641600010264;4,838306803794287;1;0;0;4,838306803794287;['27']
2385;383;56,054117433638964;37,19341139706667;13,777763999998811;5,082942036573481;2;1;0;2,5414710182867406;['V3', '33']
3264;2728;49,96493757593273;28,574851472533325;15,085910839998105;6,304175263401297;1;1;0;6,304175263401297;['H4']
858;2250;36,63247110145055;23,849301166488885;9,576286720000365;3,2068832149612967;1;1;0;3,2068832149612967;['V3']
1306;3544;45,823209024125745;33,54566132604444;4,8622173599934335;7,41533033808787;2;1;0;3,707665169043935;['H8', '63']
1159;1086;47,111609949681;31,571521657244443;7,371844479990271;8,168243812446281;2;1;1;4,084121906223141;['V31', 'H6']
3352;3801;51,64537784835141;39,379196355555564;5,048883839993863;7,217297652801983;1;1;0;7,217297652801983;['H10']
2584;92;47,67920162947233;36,91593401057778;2,604441840002851;8,158825778891702;4;1;1;2,0397064447229254;['V13', 'H6', 'V3', '46']
312;256;20,85567795933478;15,109175606399996;2,4888863999991986;3,257615952935585;2;1;1;1,6288079764677925;['H12', 'V13']
1443;164;20,753014224758076;12,301257989422222;5,22666143999832;3,225094795337532;1;1;0;3,225094795337532;['H2']
1128;2915;46,61378097675247;28,387407317955557;9,478509039997887;8,74786461879903;2;1;1;4,373932309399515;['H14', 'V27']
3566;3315;18,040049291162187;9,30286514337778;6,9496226800115135;1,787561467772894;1;1;0;1,787561467772894;['V17']
112;1344;52,03968855736576;23,931806371377778;10,330360040009058;17,77752214597892;2;1;0;8,88876107298946;['96', 'H4']
708;2697;32,49457914588886;22,284166461422227;0,24740716000366036;9,963005524462975;2;1;0;4,981502762231488;['D20', '157']
1240;3687;105,90333864926264;64,45420349857777;27,24145423999584;14,207680910689025;2;1;0;7,103840455344512;['62', 'H12']
511;1645;85,23629515563466;69,7386503344889;3,31110780000623;12,186537021139543;3;1;0;4,062179007046514;['62', 'H12', '109']
3579;940;9,531739109485054;1,8744506578666669;6,54666011999598;1,110628331622407;1;0;0;1,110628331622407;['34']
1048;2668;15,751095359995027;0;15,751095359995027;0;0;0;0;0;[]
3605;3832;107,99833263687076;75,25273894204446;11,67998832000954;21,06560537481677;2;1;0;10,532802687408385;['H16', '67']
1381;729;60,96367378289583;38,534378679111114;9,851842000001383;12,577453103783336;2;1;0;6,288726551891668;['33', 'H10']
589;138;57,02026796030728;47,309810898133335;5,034069039992453;4,6763880221814915;3;1;0;1,5587960073938305;['H8', '34', 'H10']
1769;8;25,967601656471643;1,924260132444445;20,745164439991758;3,2981770840354407;1;0;0;3,2981770840354407;['150']
711;3499;58,619905907916134;52,50629411804445;3,275552279999289;2,838059509872396;2;1;0;1,419029754936198;['V5', '33']
2675;586;16,122946840006215;0;16,122946840006215;0;0;0;0;0;[]
181;22;37,73343925336875;24,031620613422223;10,648878240007528;3,052940399939002;1;0;0;3,052940399939002;['27']
3253;3191;53,86432489782395;25,06189515786667;23,21923604000665;5,583193699950631;1;1;0;5,583193699950631;['V9']
1042;2375;2,7659231599991063;0;2,7659231599991063;0;0;0;0;0;[]
2322;47;43,187779701907296;32,56999177057777;1,6370353999978988;8,980752531331625;2;1;0;4,490376265665812;['H4', '27']
938;1716;86,37379831530944;70,57064920133332;9,502212719995274;6,3009363939808445;3;0;0;2,100312131326948;['34', '62', '96']
784;148;21,35553419999944;0;21,35553419999944;0;0;0;0;0;[]
3707;9758;41,47111169047222;19,430425008977778;13,071098040000692;8,96958864149375;1;1;0;8,96958864149375;['V1']
9803;2600;42,20182299130376;20,01750924755555;13,568875320005144;8,615438423743061;2;1;0;4,307719211871531;['H12', '136']
3450;3442;57,327700089007735;26,424821501333334;29,422192800013143;1,4806857876612587;1;0;0;1,4806857876612587;['23']
3535;175;42,79354281216727;25,55607049333333;10,902211319998194;6,335260998835742;1;0;0;6,335260998835742;['7']
3318;3590;54,75303859425624;35,69309910364445;11,770358599999152;7,28958089061264;2;1;1;3,64479044530632;['V27', 'H10']
2281;1430;47,076321528975754;29,751419256977776;7,383696319993241;9,941205952004735;3;1;1;3,3137353173349116;['97', 'H2', 'V25']
1089;1832;52,48756324995803;35,14928104604444;12,325913599999168;5,0123686039144175;1;1;0;5,0123686039144175;['H8']
271;233;26,860473337596545;11,219838325866665;13,431097680000354;2,2095373317295266;2;1;0;1,1047686658647633;['22', 'V23']
1188;3642;52,83460316358352;36,46861883448888;11,445914479998535;4,920069849096107;2;1;0;2,4600349245480535;['H4', 'H8']
1140;13;41,53122015564879;27,99269017448889;6,776289519999788;6,762240461160111;2;1;0;3,3811202305800556;['34', 'H8']
3469;2833;25,357710894615156;14,908306686488887;5,195550359989365;5,253853848136904;1;0;0;5,253853848136904;['7']
3441;885;114,81279537808756;92,15082860791112;6,570363799995348;16,09160297018109;4;1;0;4,022900742545272;['165', 'H12', '192', '62']
722;252;7,5033283802272965;5,4676176208000005;0;2,0357107594272956;1;1;0;2,0357107594272956;['H14']
3564;7;35,07860353830474;20,239501248799996;3,842959120007544;10,996143169497198;2;1;0;5,498071584748599;['7', 'H12']
3518;475;69,40113694377551;49,572109472444446;9,208879680004934;10,620147791326133;2;1;1;5,310073895663066;['H12', 'V25']
376;3274;110,25833869913082;87,09888163262222;5,9185126000108035;17,240944466497787;3;0;0;5,746981488832596;['34', '62', '96']
1932;4;48,89117545801243;29,659475004;16,079983920004157;3,1517165340082665;2;1;0;1,5758582670041332;['34', 'H10']
9800;2250;70,79324592145414;45,70253606755555;14,837022200011342;10,253687653887255;3;1;0;3,417895884629085;['47', 'H12', '23']
1590;3102;7,720410326430382;3,4891326024888896;1,2962949999996107;2,9349827239418813;1;1;0;2,9349827239418813;['V29']
1185;389;6,255511621155046;2,2683253049777785;1,037035999994293;2,9501503161829743;1;0;0;2,9501503161829743;['46']
1372;1617;98,09017680197509;53,77933500275556;34,88292807998694;9,427913719232592;3;1;1;3,142637906410864;['H2', 'V3', '46']
492;666;87,08353902719654;70,7939535984889;1,317035719997243;14,9725497087104;4;1;1;3,7431374271776;['7', '34', 'H8', 'V33']
2351;3722;28,512729397684083;19,63603257057778;1,6355539200016342;7,241142907104671;1;1;0;7,241142907104671;['V25']
3833;1208;73,61312034864629;61,65922090186666;3,8622183599937943;8,091681086785838;2;0;0;4,045840543392919;['68', '67']
1525;1061;33,27954912959136;19,05812713164444;8,874065200001555;5,347356797945361;3;1;1;1,782452265981787;['27', 'V9', 'H14']
2638;2351;66,5213906962165;55,85968278622222;3,585181600002436;7,076526309991843;2;1;0;3,5382631549959216;['78', 'H2']
1749;1261;55,70328157410699;44,23309675244445;7,315548239991607;4,154636581670928;3;0;0;1,3848788605569762;['157', '54', '27']
1954;3717;16,421415774406114;1,8307125842666667;13,100727640011415;1,4899755501280327;1;1;0;1,4899755501280327;['V3']
3460;1544;41,790250708199295;34,56399881502222;5,30666135999371;1,9195905331833636;1;0;0;1,9195905331833636;['76']
1754;3553;57,31360341707816;47,7075323504;1,439998559990748;8,166072506687424;3;1;0;2,7220241688958082;['54', 'H16', 'H14']
432;3778;66,73996080225419;48,55521094915555;1,1214803599975443;17,063269493101092;1;0;0;17,063269493101092;['96']
2681;365;39,07837298047205;28,587897759733334;1,3111097999997083;9,179365420739003;2;1;0;4,589682710369502;['H4', 'H2']
3060;1449;49,03727907428458;23,684154215377774;19,576276720006007;5,776848138900796;3;1;1;1,9256160463002654;['182', 'V27', 'H2']
1566;3703;23,80057514047369;5,215902495377778;17,237019799998116;1,3476528450977945;1;0;0;1,3476528450977945;['65']
2326;3806;45,94797219847612;25,58650243831111;15,674058400002025;4,687411360162985;2;1;0;2,3437056800814924;['D50', 'D50']
3506;212;30,63053237177015;17,43869285475555;5,389624240003331;7,802215277011267;2;1;1;3,9011076385056334;['V31', 'H8']
1920;227;81,42277920690702;58,15083992524445;17,39109372000715;5,880845561655427;3;0;0;1,9602818538851423;['63', 'X1', '54']
3752;3358;10,0921366991436;3,488424898666666;4,856291439993261;1,7474203604836727;1;0;0;1,7474203604836727;['68']
3130;2187;92,28529251646128;61,11922849795556;5,819253440000891;25,34681057850483;2;1;0;12,673405289252415;['67', 'V1']
3647;3062;95,14335140943592;61,89801987235555;14,967392440009158;18,27793909707122;4;1;0;4,569484774267805;['D20', '70', 'H4', '182']
187;1437;33,11726220050747;25,045449146311114;4,524439920004772;3,547373134191583;2;1;0;1,7736865670957915;['H6', 'D50']
1766;174;41,596535721047495;23,5051007064;10,805915120001844;7,28551989464565;3;1;0;2,42850663154855;['175', '33', 'V17']
372;1271;110,47308437300941;72,28606289297775;8,388139760006666;29,798881720024994;3;1;1;9,932960573341665;['96', 'V27', 'H12']
3518;1448;60,010278633677984;37,398126783377776;12,6088762799953;10,003275570304904;3;1;1;3,334425190101635;['V5', 'H10', 'D40']
651;2974;30,750377277754318;16,082871155466666;5,998512520002916;8,668993602284736;1;1;0;8,668993602284736;['V25']
2293;1792;33,07654283471577;18,212680123911113;7,562955399999873;7,300907310804783;2;1;0;3,6504536554023916;['V21', '34']
1659;1736;104,84700197891141;77,6265082736889;13,63406044000767;13,586433265214842;3;1;1;4,5288110884049475;['V33', 'H12', 'V3']
164;2330;49,211757492184915;43,2754645879111;0;5,936292904273814;2;1;0;2,968146452136907;['H2', 'D50']
1164;1235;49,05918559820161;38,42071720391111;2,1125904800005486;8,525877914289952;2;1;0;4,262938957144976;['V19', '19']
3706;1920;69,40625488958966;47,50260806186667;5,349624280014851;16,554022547708144;3;1;0;5,518007515902714;['V1', '157', '78']
3428;1098;75,50439436642648;52,042319394133315;16,315539239990365;7,146535732302801;2;0;0;3,5732678661514004;['63', '34']
2776;2750;57,16654267210207;33,4212888696;21,11553444000471;2,6297193624973634;2;1;0;1,3148596812486817;['V19', '7']
133;3048;86,3040861659639;60,82297561377778;15,038503480000687;10,442607072185433;2;1;0;5,221303536092717;['V3', '46']
431;3288;103,94995198415157;78,69158822684446;4,706661960005899;20,551701797301227;4;1;0;5,137925449325307;['62', 'H12', '165', '21']
562;1219;39,23978287914483;22,940891656355554;9,589620039998941;6,709271182790339;1;0;0;6,709271182790339;['24']
114;1577;80,06639930267384;60,1077390520889;0,4237032799927789;19,534956970592162;2;1;0;9,767478485296081;['96', 'H8']
1761;2737;38,22788551694112;21,423041659555558;15,161466320001429;1,643377537384137;1;0;0;1,643377537384137;['96']
1691;1940;79,34629521357655;63,97800520346668;5,454809359999949;9,91348065010992;3;1;1;3,3044935500366397;['65', 'V3', 'H6']
749;3347;63,467596056084965;44,20651041102222;2,3051828800070773;16,95590276505566;3;1;1;5,651967588351887;['H2', 'V21', '7']
1389;621;31,16205516251404;21,848739498755553;3,265181920008364;6,0481337437501255;1;0;0;6,0481337437501255;['33']
1252;1227;41,81662536901389;28,76475574755556;6,2474011599975725;6,804468461460759;2;1;0;3,4022342307303797;['V17', '34']
3700;1722;62,95409618958868;47,69994326284444;2,3896272400050633;12,86452568673918;2;1;0;6,43226284336959;['V1', '63']
1441;993;34,46257399318052;24,728611507022222;6,364438080004064;3,369524406154234;1;1;0;3,369524406154234;['H4']
1894;3065;56,71055205720014;39,289169343733334;7,559992440000116;9,86139027346669;3;0;0;3,287130091155563;['7', '192', '62']
1714;209;54,4634270909153;41,37824401653333;4,201477280003704;8,883705794378272;2;1;0;4,441852897189136;['34', 'D50']
137;3470;21,94941947256948;16,176809726044446;1,3096283199948964;4,462981426530141;2;1;0;2,2314907132650705;['55', 'V15']
2274;867;89,69623865894775;51,858647081777775;26,46219576000203;11,375395817167945;3;1;0;3,7917986057226485;['63', 'V1', 'V3']
804;1485;89,34845398436298;79,0031408864889;0,48740692000299646;9,857906177871083;2;1;0;4,9289530889355415;['H2', '78']
116;3567;79,63816830301975;52,23901608035555;21,608867279999316;5,790284942664888;3;1;0;1,9300949808882961;['97', '62', 'H12']
389;1646;43,81430991496032;35,337148463022224;1,0370359999942935;7,440125451943798;1;0;0;7,440125451943798;['109']
3365;1730;44,31937026192263;23,558192577688885;14,961466519998474;5,799711164235271;2;1;0;2,8998555821176355;['60', 'D50']
164;185;60,97566560747903;44,09117030648889;11,032581559980898;5,851913741009238;2;1;1;2,925956870504619;['H2', 'V3']
3524;642;53,19586503797981;34,18548852097778;11,561469919998242;7,44890659700379;1;0;0;7,44890659700379;['67']
858;1428;53,32602327755365;41,13998999315555;2,309627320001118;9,87640596439698;2;1;0;4,93820298219849;['70', 'H4']
3231;626;25,91633777931021;10,60544163591111;12,494802319991855;2,816093823407246;1;1;0;2,816093823407246;['V21']
1829;335;32,9316441179865;21,042975704;10,509619119985427;1,379049294001073;1;0;0;1,379049294001073;['63']
1642;284;72,19343717236536;52,69209165537778;10,17036019999393;9,330985316993651;2;1;0;4,6654926584968255;['109', 'H12']
217;115;86,52745026386172;61,579546798844454;7,081474399999018;17,866429065018252;2;1;0;8,933214532509126;['H8', '62']
2635;524;52,579690808689165;35,565745932266665;11,878506639999129;5,135438236423366;1;0;0;5,135438236423366;['63']
1466;2248;72,42841298458694;61,024741648799996;2,951108160003278;8,452563175783673;2;0;0;4,226281587891837;['59', '78']
3092;577;56,25659071461259;43,22856330151112;7,970362400008799;5,057665013092675;2;0;0;2,5288325065463373;['62', '7']
1384;1731;153,25234384756132;109,28148471804445;22,736273560004896;21,234585569511985;4;1;1;5,308646392377996;['65', 'V3', 'H6', '97']
3231;3406;66,04728620803299;40,4172790176;13,39257919999365;12,237427990439334;4;1;1;3,0593569976098336;['V21', '34', 'H8', 'V33']
8285;3625;76,05450356486567;53,44590763964443;11,850358520008356;10,758237405212881;2;0;0;5,379118702606441;['67', '7']
1289;285;24,941130451360294;16,076025874044447;3,2725893200061087;5,592515257309738;1;1;0;5,592515257309738;['V13']
2261;3454;39,066629815628;28,65067106213333;5,693327639997754;4,722631113496913;1;1;0;4,722631113496913;['V27']
3522;2418;65,75853797771578;48,87549035822223;9,829619799993011;7,053427819500536;2;1;0;3,526713909750268;['6', 'H14']
2581;3717;38,931246761155606;9,559006032711116;20,631090480005412;8,741150248439077;2;1;0;4,370575124219538;['150', 'H12']
3469;1223;46,492554620776225;28,42875928631111;6,231104879984766;11,83269045448035;2;1;0;5,916345227240175;['7', 'V19']
1545;2325;28,352564240004426;0;28,352564240004426;0;0;0;0;0;[]
1367;2758;52,1691565378716;42,24656548337778;5,887401520004489;4,035189534489332;2;1;1;2,017594767244666;['V9', 'H6']
605;3561;48,65496228456931;34,347819011644454;6,555548999996565;7,751594272928294;3;1;0;2,5838647576427647;['V17', '33', 'V9']
2354;1327;36,591879402591516;8,239412926311111;25,391085719996404;2,961380756284;1;1;0;2,961380756284;['V21']
3521;701;21,369454700720407;8,633650901866664;10,145175040004224;2,5906287588495194;1;1;0;2,5906287588495194;['V7']
1124;3372;87,45800206574907;64,06575891448887;7,257770520007213;16,134472631252983;2;1;0;8,067236315626491;['H16', '46']
1756;8727;32,32138256432354;18,447477817333336;9,435546120004382;4,438358626985826;1;0;0;4,438358626985826;['70']
597;1779;77,18868280851467;68,03852605582222;4,164440280003788;4,985716472688677;2;1;0;2,4928582363443383;['68', 'H4']
541;2250;83,30798487148951;53,76957679164444;18,48442595999681;11,053982119848257;2;1;0;5,5269910599241285;['H12', '109']
2776;1566;50,119773583660496;23,25594973564445;24,1140499600008;2,74977388801525;1;1;0;2,74977388801525;['D40']
1435;639;56,121828797196564;44,346560814755556;0,973332359998544;10,801935622442464;2;1;0;5,400967811221232;['H4', '96']
3266;547;17,85146109362495;9,506829275911112;4,017773759995137;4,326858057718699;1;1;0;4,326858057718699;['H6']
1166;1938;41,284128035429596;36,60729321217777;2,620738120006448;2,056096703245372;1;1;0;2,056096703245372;['H6']
3223;3460;73,91804674459186;56,65673004115557;8,828139320001718;8,43317738343458;2;1;0;4,21658869171729;['H6', '97']
8;3023;21,70653032353118;11,372721151644445;3,371848480006168;6,9619606918805665;2;1;0;3,4809803459402833;['150', 'H12']
3717;2776;53,0546144633378;32,71891137546667;13,164431280005186;7,171271807865947;3;1;1;2,3904239359553157;['V3', 'H6', '24']
1394;2747;25,339614875573297;6,349299480444446;15,672576920003792;3,3177384751250587;1;1;0;3,3177384751250587;['H6']
85;3556;44,65138826287829;13,25885835031111;23,17775460000677;8,21477531256041;1;1;0;8,21477531256041;['V33']
2503;3541;54,0248828742698;45,98414295831111;5,12147635999809;2,9192635559605975;2;1;1;1,4596317779802988;['V3', 'H6']
3675;444;46,005135535673766;21,343501098399997;20,33479448000216;4,326839957271611;1;1;0;4,326839957271611;['V13']
3056;3191;66,23644305269036;32,062432793688885;24,413308920001175;9,760701339000303;2;1;0;4,880350669500151;['27', 'H2']
233;1749;68,9205643638258;56,29351306133332;0,8711102400013715;11,755941062491106;2;1;0;5,877970531245553;['H8', '63']
932;589;56,46342357296433;42,299768498044436;6,514067559991424;7,6495875149284664;2;1;0;3,8247937574642332;['34', 'H8']
3790;1310;63,7839527306944;47,27334543911111;7,14221507999436;9,368392211588937;3;1;1;3,122797403862979;['V25', 'V21', 'H12']
1958;1336;46,096695529845405;24,805855287199996;12,140728600007499;9,150111642637913;3;1;0;3,050037214212638;['34', 'H8', '60']
3753;266;53,23241075171773;38,01178934257777;6,776289520003729;8,444331889136226;3;1;0;2,814777296378742;['78', 'H2', '22']
1950;1982;75,53954100189276;61,54176692462221;3,5185150000036467;10,479259077266907;2;1;0;5,239629538633453;['D50', 'H16']
315;1712;49,85723402102944;41,70278243706667;0,9807397600074778;7,173711823955297;3;1;0;2,3912372746517656;['D50', 'H8', '62']
3625;2800;40,97917722369651;25,433203143377778;12,434061639995205;3,1119124403235263;2;0;0;1,5559562201617632;['7', '22']
2581;3266;46,823923458370324;17,671049449333335;20,277016760002635;8,875857249034356;2;1;0;4,437928624517178;['V9', '70']
63;2675;49,972458623277795;27,916995884533332;16,92887196000307;5,1265907787413925;2;1;0;2,5632953893706962;['33', 'V25']
3479;3807;31,931447054657834;13,330995737866663;13,041468439997868;5,558982876793303;1;0;0;5,558982876793303;['7']
657;845;65,46067756314127;43,68699438337778;12,841468640006097;8,9322145397574;3;1;1;2,9774048465858;['V9', 'H4', 'H2']
3764;697;33,84246658969941;25,492519865066672;3,9970330400021057;4,352913684630637;2;1;0;2,1764568423153183;['H12', '6']
3407;174;54,18581103263396;35,32328505457778;10,14813799999148;8,714387978064693;1;1;0;8,714387978064693;['H10']
113;372;49,53063219762846;21,862187848088883;0,9985175200053559;26,669926829534216;1;0;0;26,669926829534216;['96']
2189;3378;49,90795665331966;26,55501565164444;19,62072112000498;3,7322198816702405;1;1;0;3,7322198816702405;['H12']
383;3065;51,83568019115304;33,17434439146667;8,791102319995218;9,870233479691148;2;1;0;4,935116739845574;['V27', '96']
4;48;38,92330438514893;24,302236976177774;9,648879240007881;4,972188168963275;2;1;0;2,4860940844816377;['V15', '27']
3559;656;53,62868781001537;35,27873852222222;13,542208680005361;4,807740607787791;2;1;0;2,4038703038938953;['V23', 'D50']
3837;2581;18,486819543293358;5,366981105599999;4,6148102000042455;8,505028237689112;1;0;0;8,505028237689112;['150']
34;471;51,41411004351542;43,47461474462223;0;7,939495298893193;2;1;0;3,9697476494465964;['V27', 'D50']
3283;1897;34,71081331120288;18,566538046666665;12,10813603999307;4,036139224543143;2;1;0;2,0180696122715713;['V31', 'V29']
805;262;41,410344714557745;28,65891114693333;3,3896262400033876;9,361807327621026;2;1;0;4,680903663810513;['H4', '27']
508;1441;26,81810374372013;20,091855195555556;0,37925887999774766;6,346989668166826;2;1;1;3,173494834083413;['V27', 'H4']
2610;630;76,2306929956885;44,31322512355555;29,020711719987943;2,8967561521450067;1;1;0;2,8967561521450067;['D40']
300;3776;89,39680543138108;62,19851406897778;18,068130079997186;9,130161282406114;2;0;0;4,565080641203057;['192', '96']
3752;1611;67,38280946641137;32,25933236062224;14,728874160003462;20,39460294578567;2;1;0;10,197301472892836;['V1', '65']
997;3190;46,07426420660116;37,013037523288894;5,651846200006434;3,4093804833058323;2;1;0;1,7046902416529162;['V11', '6']
3650;700;67,01475163576094;45,53873726293333;9,497768280004523;11,978246092823086;2;1;0;5,989123046411543;['D20', 'H16']
233;1350;52,65833425453946;39,16883460853333;10,709618920002194;2,7798807260039364;1;1;0;2,7798807260039364;['D50']
515;517;7,943181616572251;5,139009486399999;0,4740735999985004;2,3300985301737516;1;1;0;2,3300985301737516;['V15']
810;3499;38,31772786330448;15,04292140337778;15,402947560004261;7,871858899922442;2;1;0;3,935929449961221;['60', 'V31']
1188;3636;20,088868799998707;0;20,088868799998707;0;0;0;0;0;[]
1323;906;47,012288220142565;24,856141542577774;15,327392080002909;6,828754597561884;2;1;1;3,414377298780942;['V3', 'H8']
2566;247;49,4675588193451;28,043219311022227;13,943689759980556;7,4806497483423176;3;0;0;2,4935499161141057;['55', 'X1', '7']
510;1899;30,783807976840777;14,9944000536;5,71258688000374;10,07682104323704;2;1;0;5,03841052161852;['V27', '7']
877;3791;32,91361205788158;16,999058191022225;14,534800280000676;1,3797535868586792;1;1;0;1,3797535868586792;['H4']
965;3547;26,214231375909584;4,119880440266666;18,29035208001377;3,8039988556291515;1;1;0;3,8039988556291515;['V31']
1411;1005;59,638095268325586;35,47789933111112;13,357023679998552;10,803172257215918;2;1;0;5,401586128607959;['157', 'D20']
100;1781;52,02008263513861;32,15902313697778;10,986655680005395;8,874403818155429;3;0;0;2,9581346060518094;['67', '59', '21']
2374;1210;77,47894261927797;63,32200778915555;4,542217680000022;9,6147171501224;3;1;0;3,204905716707467;['65', '165', 'H12']
3505;3648;69,113685433091;56,9216601048;3,0029599600026344;9,189065368288379;4;1;1;2,2972663420720947;['V31', 'V29', 'H8', 'V1']
1520;30;45,183720406531066;22,400716969511112;13,696282600005842;9,086720837014111;2;0;0;4,5433604185070555;['22', '27']
353;544;82,76326340397229;59,037669447822225;8,900731839994759;14,824862116155305;3;1;0;4,941620705385102;['67', 'H6', '24']
444;3157;138,5662995535582;78,53540857759998;19,395536159995878;40,63535481596232;5;0;0;8,127070963192464;['55', 'X1', '7', '62', '96']
1788;484;52,208910339134164;40,60016041760001;3,7333296000014307;7,87542032153272;1;0;0;7,87542032153272;['59']
350;3501;58,38646839922389;50,52828251973333;0,20148127999789978;7,656704599492656;2;0;0;3,828352299746328;['27', '76']
432;3229;29,617696431612423;17,0386649952;10,733322600000248;1,8457088364121712;1;1;0;1,8457088364121712;['H6']
193;1917;66,33377059670883;50,94785003040001;6,1274012799900035;9,258519286318819;4;1;1;2,3146298215797048;['H14', 'V27', 'H12', 'V5']
2387;3289;74,75334062046673;60,85311674071111;0,2977774800014903;13,602446399754136;3;1;0;4,534148799918046;['V3', '65', '21']
3323;1237;65,28659567953927;38,72973459484445;19,28590663999239;7,270954444702435;2;1;1;3,6354772223512173;['V3', 'H6']
3420;213;45,7155909293099;35,088478884266664;6,943696759998183;3,6834152850450534;2;1;0;1,8417076425225267;['H4', 'H8']
1511;2374;123,2285294158523;99,80620391048888;9,266657399999849;14,155668105363564;3;1;0;4,718556035121188;['D40', '165', '65']
3509;2265;24,120844356099678;18,79553931048889;3,5318483200055057;1,7934567256052807;1;1;0;1,7934567256052807;['H16']
3683;99;57,65113711610093;35,08224197813333;18,879981119995524;3,6889140179720727;1;1;0;3,6889140179720727;['H6']
1290;336;25,24710905717213;16,119224106755556;5,177772599998722;3,9501123504178506;1;1;0;3,9501123504178506;['V13']
3236;1452;109,58032634873064;88,2681487407111;6,186660480001585;15,125517128017947;3;1;1;5,041839042672649;['H12', 'V27', '96']
2324;1451;61,68311410136627;40,83515108533334;14,814800000011529;6,033163016021411;2;1;1;3,0165815080107055;['V9', 'H10']
552;1187;46,645428187687415;32,40686744311111;4,437032600014268;9,801528144562038;2;1;0;4,900764072281019;['H4', '76']
