712,0.0,XH1I,2.111179,41.38567
761,825.7096799999999,XH1I,2.106660,41.38748
763,812.9442,XH1I,2.112003,41.39331
2279,820.58213,XH1I,2.118539,41.39838
531,504.39828,XH1I,2.123446,41.40097
996,732.55726,XH1I,2.130484,41.40490
261,919.12798,XH1I,2.137659,41.41035
534,499.49608,XH1I,2.138262,41.41449
1372,954.1944599999999,XH1I,2.141292,41.42234
48,666.7590399999999,XH1I,2.144165,41.42791
704,398.27741,XH1I,2.145728,41.43131
614,531.6709,XH1I,2.148345,41.43562
1440,891.03341,XH1I,2.157767,41.43908
428,680.01737,XH1I,2.165759,41.43919
807,651.8383799999999,XH1I,2.173494,41.43843
154,789.14482,XH1I,2.182502,41.43928
1420,934.5562500000001,XH1I,2.190771,41.44138
1420,0,XH1V,2.190771,41.44138
1710,541,XH1V,2.189790,41.44513
2323,780.4074,XH1V,2.186419,41.43970
805,617.32551,XH1V,2.179162,41.43903
406,493.55813,XH1V,2.173479,41.43863
755,682.18655,XH1V,2.165384,41.43943
1441,715.9772399999999,XH1V,2.158333,41.43971
607,773.7554,XH1V,2.149735,41.43718
1148,329.71254,XH1V,2.147039,41.43503
1147,521.14349,XH1V,2.144753,41.43066
1019,748.6303,XH1V,2.141720,41.42432
754,671.9791600000001,XH1V,2.139061,41.41862
1776,561.55957,XH1V,2.136704,41.41464
937,815.5792799999999,XH1V,2.135811,41.41003
995,786.83527,XH1V,2.130121,41.40484
1531,269.57111,XH1V,2.127532,41.40339
1637,694.06702,XH1V,2.120795,41.39980
2681,243.93684,XH1V,2.118456,41.39848
549,954.80993,XH1V,2.111625,41.39213
552,650.95561,XH1V,2.106575,41.38788
295,370.07108,XH1V,2.108859,41.38576
712,509.66974,XH1V,2.111179,41.38567
556,0.0,XH2I,2.110913,41.38459
3222,674.78678,XH2I,2.117935,41.38583
3223,694.03278,XH2I,2.125799,41.38783
940,817.56351,XH2I,2.131147,41.39302
1939,827.16957,XH2I,2.133884,41.39889
934,319.59325,XH2I,2.136280,41.40113
1742,508.19881,XH2I,2.140621,41.40425
3566,748.7128,XH2I,2.149082,41.40621
368,800.6211800000001,XH2I,2.156636,41.41046
3637,706.43875,XH2I,2.163999,41.41174
3226,300.00278,XH2I,2.167490,41.41221
3538,675.05035,XH2I,2.173864,41.41585
2758,778.21192,XH2I,2.177325,41.42217
1887,289.85168,XH2I,2.177417,41.42475
1907,210.82403,XH2I,2.177280,41.42664
1339,871.91543,XH2I,2.185140,41.42861
3645,842.13237,XH2I,2.194859,41.42816
3645,0.0,XH2V,2.194859,41.42816
873,768.06434,XH2V,2.189156,41.43020
1590,606.18785,XH2V,2.181902,41.43027
1592,432.88925,XH2V,2.176722,41.43033
1095,659.22225,XH2V,2.175873,41.42639
820,226.33687,XH2V,2.176124,41.42451
9692,616.03973,XH2V,2.176873,41.42061
3543,891.66975,XH2V,2.171036,41.41424
3229,474.35347,XH2V,2.166399,41.41226
2777,932.70552,XH2V,2.156349,41.41057
1122,730.94538,XH2V,2.149510,41.40674
933,759.29368,XH2V,2.141067,41.40467
994,373.22523,XH2V,2.137557,41.40261
1940,549.75236,XH2V,2.133459,41.39875
487,745.47903,XH2V,2.131300,41.39327
3232,814.9756500000001,XH2V,2.126614,41.38896
21,1028.2401399999999,XH2V,2.116136,41.38559
556,465.21447,XH2V,2.110913,41.38459
3797,0.0,XH3I,2.111873,41.37661
2685,681.72572,XH3I,2.117485,41.37854
3649,447.06783,XH3I,2.121946,41.37823
709,763.09789,XH3I,2.128835,41.38273
990,781.76785,XH3I,2.135869,41.38613
1253,917.63807,XH3I,2.142976,41.38641
168,854.41331,XH3I,2.146354,41.39311
929,367.33555,XH3I,2.150520,41.39417
94,428.89334,XH3I,2.155381,41.39540
1080,467.27916,XH3I,2.160649,41.39673
213,830.52955,XH3I,2.167162,41.40150
913,934.9889499999999,XH3I,2.171759,41.40747
212,799.48449,XH3I,2.178475,41.41260
2736,775.37589,XH3I,2.185021,41.41660
510,890.30296,XH3I,2.187089,41.42140
946,683.62822,XH3I,2.191777,41.42368
327,675.3833500000001,XH3I,2.194257,41.42815
327,0,XH3V,2.194257,41.42815
1344,735.79413,XH3V,2.193125,41.43016
409,722.35692,XH3V,2.190915,41.42631
455,879.1406299999999,XH3V,2.186760,41.42193
3313,747.32113,XH3V,2.181733,41.41681
233,559.88698,XH3V,2.176982,41.41325
783,777.2659699999999,XH3V,2.170399,41.40831
633,858.98675,XH3V,2.164759,41.40275
3314,351.5148,XH3V,2.164503,41.40049
1520,608.18795,XH3V,2.160304,41.39680
1425,476.5624,XH3V,2.154912,41.39544
928,397.83538,XH3V,2.150402,41.39430
1098,400.98416,XH3V,2.145855,41.39315
376,709.40795,XH3V,2.140634,41.39011
991,510.45003,XH3V,2.135795,41.38731
485,636.8638000000001,XH3V,2.129908,41.38369
2368,727.13228,XH3V,2.123383,41.37934
1713,392.2397,XH3V,2.119820,41.37705
3797,1026.95373,XH3V,2.111873,41.37661
3225,0.0,XH4I,2.119632,41.35312
2968,659.27045,XH4I,2.123852,41.35549
2970,612.30576,XH4I,2.128855,41.35930
2363,673.0707199999999,XH4I,2.134440,41.36366
868,605.72225,XH4I,2.139298,41.36750
