712;0.0;204;XH1;1;POINT (2.111179646283398 41.38567357056702);
761;825.7096799999999;204;XH1;1;POINT (2.106660749823554 41.387484013832946);
763;812.9442;204;XH1;1;POINT (2.112003730841243 41.39331993203382);
2279;820.58213;204;XH1;1;POINT (2.1185396132755936 41.398388301027516);
531;504.39828;204;XH1;1;POINT (2.1234465072473703 41.40097712745686);
996;732.55726;204;XH1;1;POINT (2.1304849503578214 41.4049078009883);
261;919.12798;204;XH1;1;POINT (2.1376594041560275 41.410353092427066);
534;499.49608;204;XH1;1;POINT (2.1382620127469254 41.41449581491972);
1372;954.1944599999999;204;XH1;1;POINT (2.141292603794951 41.422340615703625);
48;666.7590399999999;204;XH1;1;POINT (2.1441653264898766 41.42791991234202);
704;398.27741;204;XH1;1;POINT (2.1457284516205744 41.43131227844917);
614;531.6709;204;XH1;1;POINT (2.1483450426991197 41.43562485256314);
1440;891.03341;204;XH1;1;POINT (2.1577677829148327 41.43908790639849);
428;680.01737;204;XH1;1;POINT (2.1657599110141392 41.43919750861433);
807;651.8383799999999;204;XH1;1;POINT (2.1734947847393165 41.43843355569165);
154;789.14482;204;XH1;1;POINT (2.1825025380125562 41.439280451817474);
1420;934.5562500000001;204;XH1;1;POINT (2.190771170144655 41.441380224999534);
1420;0;204;XH1;2;POINT (2.190771170144655 41.441380224999534);
1710;541;204;XH1;2;POINT (2.1897905041152677 41.44513039013133);
2323;780.4074;204;XH1;2;POINT (2.186419580220157 41.43970999363295);
805;617.32551;204;XH1;2;POINT (2.1791620890563026 41.43903508659569);
406;493.55813;204;XH1;2;POINT (2.1734793435791913 41.438630470267846);
755;682.18655;204;XH1;2;POINT (2.165384079308054 41.43943707614339);
1441;715.9772399999999;204;XH1;2;POINT (2.158333263543861 41.43971896856284);
607;773.7554;204;XH1;2;POINT (2.1497353893209006 41.43718984308945);
1148;329.71254;204;XH1;2;POINT (2.1470396487615755 41.43503341875671);
1147;521.14349;204;XH1;2;POINT (2.144753680931759 41.43066704601196);
1019;748.6303;204;XH1;2;POINT (2.1417203986553024 41.42432805509249);
754;671.9791600000001;204;XH1;2;POINT (2.139061678320507 41.418622960158665);
1776;561.55957;204;XH1;2;POINT (2.1367042102739906 41.41464420488459);
937;815.5792799999999;204;XH1;2;POINT (2.135811357183706 41.410034823768946);
995;786.83527;204;XH1;2;POINT (2.1301211647547245 41.40484333126395);
1531;269.57111;204;XH1;2;POINT (2.127532145144624 41.40339546303959);
1637;694.06702;204;XH1;2;POINT (2.120795374477689 41.399806178342956);
2681;243.93684;204;XH1;2;POINT (2.118456932029387 41.398486349157935);
549;954.80993;204;XH1;2;POINT (2.1116253945001375 41.392138030433614);
552;650.95561;204;XH1;2;POINT (2.1065756148963573 41.387881435207895);
295;370.07108;204;XH1;2;POINT (2.1088590973273735 41.385765331972756);
712;509.66974;204;XH1;2;POINT (2.111179646283398 41.38567357056702);
556;0.0;206;XH2;1;POINT (2.110913597933213 41.38459458012314);
3222;674.78678;206;XH2;1;POINT (2.117935833971292 41.38583211984118);
3223;694.03278;206;XH2;1;POINT (2.1257992586334686 41.38783413330048);
940;817.56351;206;XH2;1;POINT (2.131147239815073 41.39302148697356);
1939;827.16957;206;XH2;1;POINT (2.133884736291009 41.398897596756306);
934;319.59325;206;XH2;1;POINT (2.1362809996426115 41.40113067514499);
1742;508.19881;206;XH2;1;POINT (2.1406215981364167 41.40425435886868);
3566;748.7128;206;XH2;1;POINT (2.1490822935165927 41.40621483411256);
368;800.6211800000001;206;XH2;1;POINT (2.156636471251891 41.41046033286888);
3637;706.43875;206;XH2;1;POINT (2.1639999634237177 41.41174873319583);
3226;300.00278;206;XH2;1;POINT (2.1674906669615552 41.412211921008605);
3538;675.05035;206;XH2;1;POINT (2.1738645358944093 41.41585026688707);
2758;778.21192;206;XH2;1;POINT (2.177325633446657 41.422174104765176);
1887;289.85168;206;XH2;1;POINT (2.1774177154060346 41.42475535994532);
1907;210.82403;206;XH2;1;POINT (2.1772807467569164 41.42664961109541);
1339;871.91543;206;XH2;1;POINT (2.185140316186292 41.428612698639796);
3645;842.13237;206;XH2;1;POINT (2.194859929840087 41.42816284253796);
3645;0.0;206;XH2;2;POINT (2.194859929840087 41.42816284253796);
873;768.06434;206;XH2;2;POINT (2.1891562298487623 41.43020228727164);
1590;606.18785;206;XH2;2;POINT (2.181902859549235 41.43027400966802);
1592;432.88925;206;XH2;2;POINT (2.1767226328050824 41.43033755093661);
1095;659.22225;206;XH2;2;POINT (2.1758739443377344 41.42639993364296);
820;226.33687;206;XH2;2;POINT (2.1761245817725854 41.42451846445222);
9692;616.03973;206;XH2;2;POINT (2.176873297858863 41.42061346479967);
3543;891.66975;206;XH2;2;POINT (2.1710361897039823 41.41424300487701);
3229;474.35347;206;XH2;2;POINT (2.166399832943082 41.41226147992768);
2777;932.70552;206;XH2;2;POINT (2.156349560668865 41.410575718978635);
1122;730.94538;206;XH2;2;POINT (2.1495106033214864 41.40674453810915);
933;759.29368;206;XH2;2;POINT (2.1410671270755195 41.40467734321709);
994;373.22523;206;XH2;2;POINT (2.137557357559428 41.402619687523014);
1940;549.75236;206;XH2;2;POINT (2.133459017169286 41.39875223803801);
487;745.47903;206;XH2;2;POINT (2.131300937466366 41.39327435015446);
3232;814.9756500000001;206;XH2;2;POINT (2.1266149205025395 41.38896299130704);
21;1028.2401399999999;206;XH2;2;POINT (2.116136628335877 41.3855931238466);
556;465.21447;206;XH2;2;POINT (2.110913597933213 41.38459458012314);
3797;0.0;208;XH3;1;POINT (2.11187323785874 41.37661479979032);
2685;681.72572;208;XH3;1;POINT (2.1174857757043637 41.37854860824088);
3649;447.06783;208;XH3;1;POINT (2.121946534508157 41.37823486540717);
709;763.09789;208;XH3;1;POINT (2.128835686566618 41.38273224016145);
990;781.76785;208;XH3;1;POINT (2.1358693265737845 41.38613826944624);
1253;917.63807;208;XH3;1;POINT (2.1429760160684315 41.38641012785513);
168;854.41331;208;XH3;1;POINT (2.146354704374655 41.393118404480056);
929;367.33555;208;XH3;1;POINT (2.1505202815588036 41.394170815072286);
94;428.89334;208;XH3;1;POINT (2.155381779112274 41.395404055420975);
1080;467.27916;208;XH3;1;POINT (2.160649044140958 41.39673660914659);
213;830.52955;208;XH3;1;POINT (2.167162022644621 41.401504001866066);
913;934.9889499999999;208;XH3;1;POINT (2.1717593855336035 41.40747882025963);
212;799.48449;208;XH3;1;POINT (2.1784752452910014 41.41260736864383);
2736;775.37589;208;XH3;1;POINT (2.185021954497869 41.41660637040302);
510;890.30296;208;XH3;1;POINT (2.1870898497758766 41.42140202381298);
946;683.62822;208;XH3;1;POINT (2.1917778725796353 41.42368823016745);
327;675.3833500000001;208;XH3;1;POINT (2.1942574495240863 41.42815350805647);
327;0;208;XH3;2;POINT (2.1942574495240863 41.42815350805647);
1344;735.79413;208;XH3;2;POINT (2.1931253080275717 41.430162531255206);
409;722.35692;208;XH3;2;POINT (2.190915795900879 41.42631742868345);
455;879.1406299999999;208;XH3;2;POINT (2.1867600066007125 41.42193678232269);
3313;747.32113;208;XH3;2;POINT (2.1817337945781023 41.41681105087301);
233;559.88698;208;XH3;2;POINT (2.17698222701601 41.413256705008955);
783;777.2659699999999;208;XH3;2;POINT (2.1703997521199243 41.408311557197344);
633;858.98675;208;XH3;2;POINT (2.164759578413623 41.40275197321476);
3314;351.5148;208;XH3;2;POINT (2.1645038945170745 41.40049673599488);
1520;608.18795;208;XH3;2;POINT (2.1603040363268353 41.39680944538143);
1425;476.5624;208;XH3;2;POINT (2.1549125635510133 41.3954459384991);
928;397.83538;208;XH3;2;POINT (2.150402988714372 41.39430186447656);
1098;400.98416;208;XH3;2;POINT (2.145855117579943 41.393154311948074);
376;709.40795;208;XH3;2;POINT (2.1406341529916704 41.39011493859724);
991;510.45003;208;XH3;2;POINT (2.1357951231693884 41.38731058258357);
485;636.8638000000001;208;XH3;2;POINT (2.129908012070754 41.383691463761195);
2368;727.13228;208;XH3;2;POINT (2.1233835764916194 41.37934874654354);
1713;392.2397;208;XH3;2;POINT (2.119820541674291 41.37705666497627);
3797;1026.95373;208;XH3;2;POINT (2.11187323785874 41.37661479979032);
3225;0.0;212;XH4;1;POINT (2.1196322626942123 41.3531279267824);
2968;659.27045;212;XH4;1;POINT (2.1238525313396464 41.35549744839765);
2970;612.30576;212;XH4;1;POINT (2.128855066497922 41.35930301420109);
2363;673.0707199999999;212;XH4;1;POINT (2.1344402265541818 41.363662045112825);
868;605.72225;212;XH4;1;POINT (2.1392984121365934 41.36750691599295);
1310;659.6528599999999;212;XH4;1;POINT (2.1448802264793954 41.37170525644771);
389;423.07591;212;XH4;1;POINT (2.1485752998966596 41.37429099828108);
1254;638.40245;212;XH4;1;POINT (2.153719341344082 41.378385053005495);
1469;634.52262;212;XH4;1;POINT (2.159086247817935 41.38242317108947);
1075;575.12638;212;XH4;1;POINT (2.163970342044979 41.386070445993425);
1209;291.55115;212;XH4;1;POINT (2.1664308690297944 41.38793112806899);
149;624.64429;212;XH4;1;POINT (2.171675464781671 41.39187016602525);
125;301.08519;212;XH4;1;POINT (2.1742188443601735 41.393789594993514);
914;785.86038;212;XH4;1;POINT (2.1806494981966176 41.39861051770448);
9390;746.87983;212;XH4;1;POINT (2.1872625943080646 41.40304313861599);
385;918.6325099999999;212;XH4;1;POINT (2.1947615156026297 41.40904545957009);
464;318.29331;212;XH4;1;POINT (2.1974280704599045 41.4110848905086);
2949;743.4784500000001;212;XH4;1;POINT (2.203737399199343 41.41580560138416);
962;738.72954;212;XH4;1;POINT (2.2077038147973034 41.420480664576914);
572;538.55245;212;XH4;1;POINT (2.210390544298287 41.42229356356637);
572;0.0;212;XH4;2;POINT (2.210390544298287 41.42229356356637);
2547;406.52206;212;XH4;2;POINT (2.2091456252660233 41.42029683236457);
540;681.1141;212;XH4;2;POINT (2.203370487979421 41.41596817746986);
383;675.37492;212;XH4;2;POINT (2.1976434338842314 41.41167723708248);
498;861.82137;212;XH4;2;POINT (2.1906932014247404 41.4060855908908);
247;464.07039;212;XH4;2;POINT (2.186434169726906 41.40362832319659);
3806;987;242;XH4;2;POINT (2.1785079144731463 41.402487931783305);
3799;820.5552;242;XH4;2;POINT (2.171526067958417 41.39729255150075);
3800;854.43297;242;XH4;2;POINT (2.1642984886385017 41.39185213722168);
3801;634.39166;242;XH4;2;POINT (2.1589299295509017 41.387814189225715);
9999;891;212;XH4;2;POINT (2.151785 41.382263);
108;1130;212;XH4;2;POINT (2.1479758438602965 41.374394548946846);
421;631.19708;212;XH4;2;POINT (2.1449504113704903 41.37199313391623);
895;582.0799999999999;212;XH4;2;POINT (2.1400169835830045 41.368295655555336);
183;399.99304;212;XH4;2;POINT (2.1365596202150825 41.365825981577444);
3024;635.10688;212;XH4;2;POINT (2.1313020288624918 41.36190316608004);
92;558.15683;212;XH4;2;POINT (2.126576673159588 41.35835312968156);
3225;838.74973;212;XH4;2;POINT (2.1196322626942123 41.3531279267824);
788;0;220;XH5;1;POINT (2.1505975521030902 41.37490486402816);
1367;407;220;XH5;1;POINT (2.155468470262347 41.37488884423554);
770;755.8563;220;XH5;1;POINT (2.164506492637661 41.37486616097471);
722;512.82146;220;XH5;1;POINT (2.170634729830233 41.37479406571474);
2618;790.86138;220;XH5;1;POINT (2.177143112281045 41.37479872356159);
254;737.84329;220;XH5;1;POINT (2.1815733936400634 41.38044931397982);
3395;326.50138;214;XH5;1;POINT (2.183786759074323 41.38281597750345);
698;1430;216;XH5;1;POINT (2.19631110202709 41.39042341607893);
3605;798.5037;216;XH5;1;POINT (2.2027720817693925 41.394353549367196);
3317;937.1174900000001;216;XH5;1;POINT (2.2075988301288643 41.400625891213615);
3318;377.02466;216;XH5;1;POINT (2.2107844534221384 41.40302990557769);
2266;592.37976;216;XH5;1;POINT (2.2154807250968123 41.40698677070827);
3594;902.5303999999999;216;XH5;1;POINT (2.221760998931131 41.41320438680671);
3479;1086.06544;216;XH5;1;POINT (2.2202048759099675 41.41244949518035);
3479;0.0;216;XH5;2;POINT (2.2202048759099675 41.41244949518035);
2265;755.9051;216;XH5;2;POINT (2.2153274791662176 41.40702942431829);
2907;692.90378;216;XH5;2;POINT (2.2095375920610882 41.40262432094245);
1022;822.09371;216;XH5;2;POINT (2.2059161871732185 41.39701161738178);
342;437.04729;216;XH5;2;POINT (2.2023881169071475 41.39427505931349);
1764;818.2164700000001;216;XH5;2;POINT (2.1957731789287216 41.3903282106984);
3396;1350;214;XH5;2;POINT (2.1838161919708767 41.38347211996592);
255;394.06039;214;XH5;2;POINT (2.1814749994933686 41.380453541797095);
2617;760.68515;214;XH5;2;POINT (2.176747377645749 41.374786419386936);
1004;541.84622;214;XH5;2;POINT (2.170618930914126 41.37503140676714);
377;938.0224599999999;220;XH5;2;POINT (2.159399896545658 41.375107903427676);
788;1210;220;XH5;2;POINT (2.1505975521030902 41.37490486402816);
3322;0.0;203;XV1;1;POINT (2.142764406493476 41.34549365456033);
200;1326.28811;203;XV1;1;POINT (2.1453392573161976 41.35169467065605);
44;656.72229;203;XV1;1;POINT (2.1415389465293435 41.35686272891957);
450;340.97238;203;XV1;1;POINT (2.1396215998341988 41.359572785034324);
3323;694.8361;203;XV1;1;POINT (2.1357395028293817 41.36507756244806);
2532;2002.23384;203;XV1;1;POINT (2.1284661060171763 41.382146294584054);
491;699.69499;203;XV1;1;POINT (2.1281215594042298 41.38802586866684);
1413;836.72173;205;XV1;1;POINT (2.1190786309167366 41.39007922982782);
3544;814.6071099999999;205;XV1;1;POINT (2.111971210720393 41.394059575623665);
3545;291.5335;205;XV1;1;POINT (2.110351630442278 41.39377287467689);
3545;0.0;205;XV1;2;POINT (2.110351630442278 41.39377287467689);
763;401.36378;205;XV1;2;POINT (2.112003730841243 41.39331993203382);
297;863.04413;205;XV1;2;POINT (2.118936206892937 41.3900023814718);
1376;949.8706099999999;205;XV1;2;POINT (2.126944847339405 41.38743614301709);
412;650;203;XV1;2;POINT (2.1280081714287316 41.38183291201365);
1194;1684.75227;203;XV1;2;POINT (2.132775585593586 41.368596597992116);
3023;620.4247;203;XV1;2;POINT (2.133837487585607 41.36380946831462);
43;827.58878;203;XV1;2;POINT (2.139079492271442 41.35982611940885);
199;686.3313599999999;203;XV1;2;POINT (2.142976231673067 41.35439569172771);
3322;1456.14905;203;XV1;2;POINT (2.142764406493476 41.34549365456033);
3764;0.0;207;XV2;1;POINT (2.1485694557844277 41.376571884799084);
777;730.3102799999999;207;XV2;1;POINT (2.1436143326882826 41.38047215602627);
1377;891.8612;207;XV2;1;POINT (2.1377751355810592 41.3862527691469);
3268;718.79292;207;XV2;1;POINT (2.1327463621401885 41.391425915592635);
3269;220.7098;207;XV2;1;POINT (2.130705164694418 41.39252356111658);
3264;661.7801;207;XV2;1;POINT (2.126289774320961 41.39648283781403);
134;590.2173399999999;207;XV2;1;POINT (2.124037680841094 41.39994326730356);
3771;925.10322;207;XV2;1;POINT (2.1168370720097105 41.403938102831766);
3263;411.50438;207;XV2;1;POINT (2.114581973090758 41.40392157761911);
